,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
26,sequence_47750,122,117,118,117,108,108,108,107,106,106,106,102,102,102,102,102,102,98,98,97,93,88,88,87,78,78,78,78
27,sequence_47760,52,49,50,51,57,57,57,56,55,55,55,54,54,54,54,54,56,58,58,59,57,53,53,52,48,48,48,48
28,sequence_47773,38,37,38,39,46,46,46,46,45,45,45,45,45,45,45,45,47,49,49,50,49,45,45,46,5,5,5,5
29,sequence_47768,42,41,42,43,50,50,50,50,49,49,49,49,49,49,49,49,51,53,53,54,52,48,48,49,4,4,4,4
30,sequence_47771,39,38,39,40,47,47,47,47,46,46,46,46,46,46,46,46,48,50,50,51,6,9,9,9,5,5,5,5
31,sequence_47681,90,3,4,4,2,2,2,2,2,2,2,5,5,5,5,5,5,7,7,7,10,12,12,12,10,10,10,10
32,sequence_47696,74,70,71,72,71,71,71,70,69,69,69,67,67,67,67,67,69,68,68,69,67,62,62,61,57,57,57,57
33,sequence_47680,91,86,87,87,10,10,10,12,11,11,11,13,13,13,13,13,13,16,16,16,18,1,1,1,3,3,3,3
34,sequence_47673,98,93,94,94,88,88,88,87,86,86,86,4,4,4,4,4,4,6,6,6,9,0,0,0,1,1,1,1
35,sequence_47700,70,67,68,69,8,8,8,10,9,9,9,4,4,4,4,4,4,6,6,6,9,0,0,0,1,1,1,1
36,sequence_47689,80,76,77,78,77,77,77,76,75,75,75,73,73,73,73,73,75,73,73,74,72,67,67,66,19,20,20,20
37,sequence_47683,89,85,86,86,9,9,9,11,10,10,10,12,12,12,12,12,12,5,5,5,8,1,1,1,3,3,3,3
38,sequence_47697,76,72,73,74,73,73,73,72,71,71,71,69,69,69,69,69,71,70,70,71,69,64,64,63,18,19,19,19
39,sequence_47678,94,89,90,90,85,85,85,84,83,83,83,81,81,81,81,81,83,19,19,19,21,18,18,19,21,22,22,22
40,sequence_47682,93,88,89,89,9,9,9,11,10,10,10,12,12,12,12,12,12,5,5,5,8,1,1,1,3,3,3,3
41,sequence_47724,59,56,57,58,64,64,64,63,62,62,62,61,61,61,61,61,63,5,5,5,8,1,1,1,3,3,3,3
42,sequence_47806,5,9,12,13,20,20,20,22,21,21,21,6,6,6,6,6,6,10,10,10,13,5,5,5,4,4,4,4
43,sequence_47807,4,8,11,12,19,19,19,21,20,20,20,21,21,21,21,21,23,25,25,26,28,6,6,6,2,2,2,2
44,sequence_47804,11,15,18,19,26,26,26,28,27,27,27,27,27,27,27,27,29,31,31,32,34,30,30,31,31,32,32,32
45,sequence_47800,13,1,1,1,4,4,4,4,4,4,4,7,7,7,7,7,7,11,11,11,14,14,14,14,14,15,15,15
46,sequence_47799,12,1,1,1,4,4,4,4,4,4,4,7,7,7,7,7,7,11,11,11,14,14,14,14,14,15,15,15
47,sequence_47664,148,143,140,139,129,129,129,128,127,127,127,122,122,122,122,122,121,114,114,113,107,102,102,101,92,88,88,88
48,sequence_47666,146,141,138,137,127,127,127,126,125,125,125,120,120,120,120,120,119,112,112,111,25,22,22,23,25,26,26,26
49,sequence_47671,143,138,135,134,124,124,124,123,122,122,122,117,117,117,117,117,117,110,110,109,105,100,100,99,90,87,87,87
50,sequence_47727,103,98,99,98,91,91,91,90,89,89,89,85,85,85,85,85,86,83,83,84,82,77,77,76,67,67,67,67
51,sequence_47756,119,114,115,114,105,105,105,104,103,103,103,99,99,99,99,99,99,95,95,94,91,86,86,85,76,76,76,76
52,sequence_47775,36,35,36,37,44,44,44,45,44,44,44,44,44,44,44,44,46,48,48,49,48,44,44,45,43,44,44,44
53,sequence_47730,107,102,103,102,95,95,95,94,93,93,93,89,89,89,89,89,90,87,87,88,86,81,81,80,71,71,71,71
54,sequence_47758,120,115,116,115,106,106,106,105,104,104,104,100,100,100,100,100,100,96,96,95,23,20,20,21,23,24,24,24
55,sequence_47797,32,31,32,33,40,40,40,42,41,41,41,41,41,41,41,41,43,45,45,46,47,43,43,44,42,43,43,43
56,sequence_47798,34,33,34,35,42,42,42,44,43,43,43,43,43,43,43,43,45,47,47,48,5,8,8,8,7,7,7,7
57,sequence_47751,121,116,117,116,107,107,107,106,105,105,105,101,101,101,101,101,101,97,97,96,92,87,87,86,77,77,77,77
58,sequence_47741,137,132,5,6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,4,0,0,0,0
59,sequence_47743,135,130,129,128,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,4,0,0,0,0
60,sequence_47752,124,119,120,119,110,110,110,109,108,108,108,104,104,104,104,104,104,100,100,99,95,90,90,89,80,80,80,80
61,sequence_47745,132,127,128,127,118,118,118,117,116,116,116,2,2,2,2,2,2,2,2,2,3,4,4,4,0,0,0,0
62,sequence_47747,128,123,124,123,114,114,114,113,112,112,112,108,108,108,108,108,108,8,8,8,11,13,13,13,12,12,12,12
63,sequence_47748,127,122,123,122,113,113,113,112,111,111,111,107,107,107,107,107,107,103,103,102,98,93,93,92,83,81,81,81
64,sequence_47749,130,125,126,125,116,116,116,115,114,114,114,110,110,110,110,110,110,8,8,8,11,13,13,13,12,12,12,12
65,sequence_47744,129,124,125,124,115,115,115,114,113,113,113,109,109,109,109,109,109,8,8,8,11,13,13,13,12,12,12,12
66,sequence_47721,110,105,106,105,98,98,98,97,96,96,96,92,92,92,92,92,92,88,88,89,87,82,82,81,72,72,72,72
67,sequence_47759,109,104,105,104,97,97,97,96,95,95,95,91,91,91,91,91,91,19,19,19,21,18,18,19,21,22,22,22
68,sequence_47774,40,39,40,41,48,48,48,48,47,47,47,47,47,47,47,47,49,51,51,52,50,46,46,47,44,45,45,45
69,sequence_47770,41,40,41,42,49,49,49,49,48,48,48,48,48,48,48,48,50,52,52,53,51,47,47,48,45,46,46,46
70,sequence_47713,140,135,132,131,121,121,121,120,119,119,119,114,114,114,114,114,114,107,107,106,102,97,97,96,87,0,0,0
71,sequence_47738,133,128,5,6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,4,0,0,0,0
72,sequence_47769,43,42,43,44,51,51,51,51,50,50,50,6,6,6,6,6,6,10,10,10,13,5,5,5,4,4,4,4
73,sequence_47702,68,65,66,67,69,69,69,68,67,67,67,11,11,11,11,11,11,15,15,15,17,15,15,16,17,18,18,18
74,sequence_47672,72,3,4,4,2,2,2,2,2,2,2,5,5,5,5,5,5,7,7,7,10,12,12,12,10,10,10,10
75,sequence_47705,66,63,64,65,2,2,2,2,2,2,2,5,5,5,5,5,5,7,7,7,10,12,12,12,10,10,10,10
76,sequence_47694,73,69,70,71,70,70,70,69,68,68,68,66,66,66,66,66,68,67,67,68,66,61,61,60,56,56,56,56
77,sequence_47691,84,80,81,82,81,81,81,80,79,79,79,77,77,77,77,77,79,77,77,78,76,71,71,70,62,62,62,62
78,sequence_47701,69,66,67,68,8,8,8,10,9,9,9,4,4,4,4,4,4,6,6,6,9,0,0,0,1,1,1,1
79,sequence_47706,64,61,62,63,68,68,68,67,66,66,66,65,65,65,65,65,67,66,66,67,65,11,11,11,9,9,9,9
80,sequence_47675,96,91,92,92,86,86,86,85,84,84,84,82,82,82,82,82,84,81,81,82,80,75,75,74,65,65,65,65
81,sequence_47698,77,73,74,75,74,74,74,73,72,72,72,70,70,70,70,70,72,71,71,72,70,65,65,64,58,58,58,58
82,sequence_47688,82,78,79,80,79,79,79,78,77,77,77,75,75,75,75,75,77,75,75,76,74,69,69,68,60,60,60,60
83,sequence_47704,67,64,65,66,7,7,7,9,8,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
84,sequence_47708,63,60,61,62,6,6,6,8,7,7,7,10,10,10,10,10,10,14,14,14,16,11,11,11,9,9,9,9
85,sequence_47709,62,59,60,61,67,67,67,66,65,65,65,64,64,64,64,64,66,65,65,66,64,60,60,59,55,55,55,55
86,sequence_47677,95,90,91,91,11,11,11,13,12,12,12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
87,sequence_47692,85,81,82,83,82,82,82,81,80,80,80,78,78,78,78,78,80,78,78,79,77,72,72,71,63,63,63,63
88,sequence_47703,71,68,69,70,7,7,7,9,8,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
89,sequence_47707,65,62,63,64,6,6,6,8,7,7,7,10,10,10,10,10,10,14,14,14,16,11,11,11,9,9,9,9
90,sequence_47762,51,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,6,6
91,sequence_47765,49,48,49,50,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,6,6
92,sequence_47767,3,7,10,11,18,18,18,20,19,19,19,20,20,20,20,20,22,9,9,9,12,5,5,5,4,4,4,4
93,sequence_47812,46,45,46,47,54,54,54,54,53,53,53,52,52,52,52,52,54,56,56,57,55,51,51,50,46,6,6,6
94,sequence_47761,50,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,6,6
95,sequence_47764,48,47,48,49,56,56,56,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,6,6
96,sequence_47763,2,6,9,10,17,17,17,19,18,18,18,19,19,19,19,19,21,9,9,9,12,5,5,5,4,4,4,4
97,sequence_47699,78,74,75,76,75,75,75,74,73,73,73,71,71,71,71,71,73,4,4,4,7,10,10,10,8,8,8,8
98,sequence_47687,83,79,80,81,80,80,80,79,78,78,78,76,76,76,76,76,78,76,76,77,75,70,70,69,61,61,61,61
99,sequence_47693,79,75,76,77,76,76,76,75,74,74,74,72,72,72,72,72,74,72,72,73,71,66,66,65,59,59,59,59
100,sequence_47690,81,77,78,79,78,78,78,77,76,76,76,74,74,74,74,74,76,74,74,75,73,68,68,67,19,20,20,20
101,sequence_47712,56,53,54,55,61,61,61,60,59,59,59,58,58,58,58,58,60,4,4,4,7,10,10,10,8,8,8,8
102,sequence_47714,139,134,131,130,120,120,120,119,118,118,118,113,113,113,113,113,113,106,106,105,101,96,96,95,86,84,84,84
103,sequence_47725,58,55,56,57,63,63,63,62,61,61,61,60,60,60,60,60,62,4,4,4,7,10,10,10,8,8,8,8
104,sequence_47669,141,136,133,132,122,122,122,121,120,120,120,115,115,115,115,115,115,108,108,107,103,98,98,97,88,85,85,85
105,sequence_47668,142,137,134,133,123,123,123,122,121,121,121,116,116,116,116,116,116,109,109,108,104,99,99,98,89,86,86,86
106,sequence_47670,144,139,136,135,125,125,125,124,123,123,123,118,118,118,118,118,118,111,111,110,106,101,101,100,91,13,13,13
107,sequence_47665,145,140,137,136,126,126,126,125,124,124,124,119,119,119,119,119,18,22,22,23,24,21,21,22,24,13,13,13
108,sequence_47661,151,146,143,142,132,132,132,131,130,130,130,125,125,125,125,125,18,22,22,23,24,21,21,22,24,13,13,13
109,sequence_47667,147,142,139,138,128,128,128,127,126,126,126,121,121,121,121,121,120,113,113,112,25,22,22,23,25,26,26,26
110,sequence_47726,108,103,104,103,96,96,96,95,94,94,94,90,90,90,90,90,15,18,18,18,20,17,17,18,20,21,21,21
111,sequence_47734,100,95,96,96,89,89,89,88,87,87,87,83,83,83,83,83,15,18,18,18,20,17,17,18,20,21,21,21
112,sequence_47811,47,46,47,48,55,55,55,55,54,54,54,53,53,53,53,53,55,57,57,58,56,52,52,51,47,47,47,47
113,sequence_47662,150,145,142,141,131,131,131,130,129,129,129,124,124,124,124,124,123,116,116,115,109,104,104,103,94,90,90,90
114,sequence_47731,105,100,101,100,93,93,93,92,91,91,91,87,87,87,87,87,88,85,85,86,84,79,79,78,69,69,69,69
115,sequence_47733,106,101,102,101,94,94,94,93,92,92,92,88,88,88,88,88,89,86,86,87,85,80,80,79,70,70,70,70
116,sequence_47732,104,99,100,99,92,92,92,91,90,90,90,86,86,86,86,86,87,84,84,85,83,78,78,77,68,68,68,68
117,sequence_47755,125,120,121,120,111,111,111,110,109,109,109,105,105,105,105,105,105,101,101,100,96,91,91,90,81,25,25,25
118,sequence_47746,131,126,127,126,117,117,117,116,115,115,115,111,111,111,111,111,111,104,104,103,99,94,94,93,84,82,82,82
119,sequence_47754,123,118,119,118,109,109,109,108,107,107,107,103,103,103,103,103,103,99,99,98,94,89,89,88,79,79,79,79
120,sequence_47753,126,121,122,121,112,112,112,111,110,110,110,106,106,106,106,106,106,102,102,101,97,92,92,91,82,25,25,25
121,sequence_47740,136,131,130,129,119,119,119,118,117,117,117,112,112,112,112,112,112,105,105,104,100,95,95,94,85,83,83,83
122,sequence_47742,138,133,6,7,14,14,14,16,15,15,15,16,16,16,16,16,17,21,21,22,2,3,3,3,0,0,0,0
123,sequence_47715,117,112,113,112,13,13,13,15,14,14,14,15,15,15,15,15,16,20,20,21,2,3,3,3,0,0,0,0
124,sequence_47718,115,110,111,110,103,103,103,102,101,101,101,97,97,97,97,97,97,93,93,92,90,85,85,84,75,75,75,75
125,sequence_47717,116,111,112,111,13,13,13,15,14,14,14,15,15,15,15,15,16,20,20,21,2,3,3,3,0,0,0,0
126,sequence_47720,112,107,108,107,100,100,100,99,98,98,98,94,94,94,94,94,94,90,90,91,89,84,84,83,74,74,74,74
127,sequence_47716,114,109,110,109,102,102,102,101,100,100,100,96,96,96,96,96,96,92,92,20,22,19,19,20,22,23,23,23
128,sequence_47719,113,108,109,108,101,101,101,100,99,99,99,95,95,95,95,95,95,91,91,20,22,19,19,20,22,23,23,23
129,sequence_47723,60,57,58,59,65,65,65,64,63,63,63,62,62,62,62,62,64,63,63,64,62,58,58,57,53,53,53,53
130,sequence_47722,111,106,107,106,99,99,99,98,97,97,97,93,93,93,93,93,93,89,89,90,88,83,83,82,73,73,73,73
131,sequence_47674,97,92,93,93,87,87,87,86,85,85,85,11,11,11,11,11,11,15,15,15,17,15,15,16,17,18,18,18
132,sequence_47676,99,94,95,95,11,11,11,13,12,12,12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
133,sequence_47711,57,54,55,56,62,62,62,61,60,60,60,59,59,59,59,59,61,62,62,63,61,57,57,56,52,52,52,52
134,sequence_47739,134,129,6,7,14,14,14,16,15,15,15,16,16,16,16,16,17,21,21,22,2,3,3,3,0,0,0,0
135,sequence_47735,55,52,53,54,60,60,60,59,58,58,58,57,57,57,57,57,59,61,61,62,60,56,56,55,51,51,51,51
136,sequence_47793,16,18,21,22,29,29,29,31,30,30,30,30,30,30,30,30,32,34,34,35,37,33,33,34,34,35,35,35
137,sequence_47801,9,13,16,17,24,24,24,26,25,25,25,25,25,25,25,25,27,29,29,30,32,28,28,29,13,14,14,14
138,sequence_47805,7,11,14,15,22,22,22,24,23,23,23,23,23,23,23,23,25,27,27,28,30,26,26,27,29,30,30,30
139,sequence_47802,8,12,15,16,23,23,23,25,24,24,24,24,24,24,24,24,26,28,28,29,31,27,27,28,30,31,31,31
140,sequence_47794,15,17,20,21,28,28,28,30,29,29,29,29,29,29,29,29,31,33,33,34,36,32,32,33,33,34,34,34
141,sequence_47728,102,97,98,5,12,12,12,14,13,13,13,14,14,14,14,14,14,17,17,17,19,16,16,17,11,11,11,11
142,sequence_47808,1,5,8,9,16,16,16,18,17,17,17,18,18,18,18,18,20,24,24,25,27,24,24,25,27,28,28,28
143,sequence_47792,14,16,19,20,27,27,27,29,28,28,28,28,28,28,28,28,30,32,32,33,35,31,31,32,32,33,33,33
144,sequence_47791,22,24,27,28,35,35,35,37,36,36,36,36,36,36,36,36,38,40,40,41,43,39,39,40,38,39,39,39
145,sequence_47788,18,20,23,24,31,31,31,33,32,32,32,32,32,32,32,32,34,36,36,37,39,35,35,36,36,37,37,37
146,sequence_47729,101,96,97,97,90,90,90,89,88,88,88,84,84,84,84,84,85,82,82,83,81,76,76,75,66,66,66,66
147,sequence_47809,0,4,7,8,15,15,15,17,16,16,16,17,17,17,17,17,19,23,23,24,26,23,23,24,26,27,27,27
148,sequence_47737,53,50,51,52,58,58,58,57,56,56,56,55,55,55,55,55,57,59,59,60,58,54,54,53,49,49,49,49
149,sequence_47810,44,43,44,45,52,52,52,52,51,51,51,50,50,50,50,50,52,54,54,55,53,49,49,15,16,17,17,17
150,sequence_47766,45,44,45,46,53,53,53,53,52,52,52,51,51,51,51,51,53,55,55,56,54,50,50,15,16,17,17,17
151,sequence_47736,54,51,52,53,59,59,59,58,57,57,57,56,56,56,56,56,58,60,60,61,59,55,55,54,50,50,50,50
