,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
14,sequence_40841,63,60,60,60,60,60,60,59,59,59,8,8,8,9,9,9,9,9,9,9,9,9,10,11,10,9,11,11
15,sequence_40842,40,37,37,37,37,37,37,36,36,36,35,35,35,34,34,34,35,35,35,35,35,35,36,37,36,34,34,34
16,sequence_40844,66,63,63,63,63,63,63,62,62,62,57,57,57,56,56,56,57,57,57,57,57,57,55,55,54,52,47,47
17,sequence_40838,41,38,38,38,38,38,38,37,37,37,36,36,36,35,35,35,36,36,36,36,36,36,37,38,37,35,35,35
18,sequence_40816,43,40,40,40,40,40,40,39,39,39,38,38,38,37,37,37,38,38,38,38,38,38,39,40,39,37,37,37
19,sequence_40817,44,41,41,41,41,41,41,40,40,40,39,39,39,38,38,38,39,39,39,39,39,39,40,41,40,38,0,0
20,sequence_40818,42,39,39,39,39,39,39,38,38,38,37,37,37,36,36,36,37,37,37,37,37,37,38,39,38,36,36,36
21,sequence_40827,50,47,47,47,47,47,47,46,46,46,43,43,43,42,42,42,43,43,43,43,43,43,2,1,1,1,2,2
22,sequence_40828,52,49,49,49,49,49,49,48,48,48,45,45,45,44,44,44,45,45,45,45,45,45,2,1,1,1,2,2
23,sequence_40829,53,50,50,50,50,50,50,49,49,49,46,46,46,45,45,45,46,46,46,46,46,46,44,45,44,42,10,10
24,sequence_40831,54,51,51,51,51,51,51,50,50,50,47,47,47,46,46,46,47,47,47,47,47,47,45,46,45,43,10,10
25,sequence_40856,68,65,65,65,65,65,65,64,64,64,59,59,59,58,58,58,59,59,59,59,59,59,57,57,56,54,12,12
26,sequence_40815,29,30,30,30,30,30,30,29,29,29,28,28,28,27,27,27,28,28,28,28,28,28,29,30,29,27,30,30
27,sequence_40851,36,33,33,33,33,33,33,32,32,32,31,31,31,30,30,30,31,31,31,31,31,31,32,33,32,30,8,8
28,sequence_40847,34,2,2,2,2,2,2,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,7,8,7,6,1,1
29,sequence_40858,31,2,2,2,2,2,2,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,7,8,7,6,1,1
30,sequence_40852,0,3,3,3,3,3,3,4,4,4,6,6,6,7,7,7,7,7,7,7,7,7,8,9,8,7,1,1
31,sequence_40843,65,62,62,62,62,62,62,61,61,61,56,56,56,55,55,55,56,56,56,56,56,56,54,54,53,51,12,12
32,sequence_40846,33,31,31,31,31,31,31,30,30,30,29,29,29,28,28,28,29,29,29,29,29,29,30,31,30,28,8,8
33,sequence_40791,7,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,4
34,sequence_40793,5,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,4
35,sequence_40861,72,69,69,69,69,69,69,68,68,68,62,62,62,61,61,61,62,62,62,62,62,62,60,60,59,57,50,50
36,sequence_40812,71,68,68,68,68,68,68,67,67,67,61,61,61,60,60,60,61,61,61,61,61,61,59,59,58,56,49,49
37,sequence_40854,39,36,36,36,36,36,36,35,35,35,34,34,34,33,33,33,34,34,34,34,34,34,35,36,35,33,1,1
38,sequence_40853,38,35,35,35,35,35,35,34,34,34,33,33,33,32,32,32,33,33,33,33,33,33,34,35,34,32,33,33
39,sequence_40848,35,32,32,32,32,32,32,31,31,31,30,30,30,29,29,29,30,30,30,30,30,30,31,32,31,29,31,31
40,sequence_40849,37,34,34,34,34,34,34,33,33,33,32,32,32,31,31,31,32,32,32,32,32,32,33,34,33,31,32,32
41,sequence_40850,0,3,3,3,3,3,3,4,4,4,6,6,6,7,7,7,7,7,7,7,7,7,8,9,8,7,1,1
42,sequence_40792,6,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,5
43,sequence_40790,8,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,5
44,sequence_40860,73,70,70,70,70,70,70,69,69,69,63,63,63,62,62,62,63,63,63,63,63,63,61,61,60,58,51,51
45,sequence_40839,62,59,59,59,59,59,59,58,58,58,55,55,55,54,54,54,55,55,55,55,55,55,53,53,52,50,0,0
46,sequence_40835,60,57,57,57,57,57,57,56,56,56,53,53,53,52,52,52,53,53,53,53,53,53,51,51,50,48,45,45
47,sequence_40819,45,42,42,42,42,42,42,41,41,41,40,40,40,39,39,39,40,40,40,40,40,40,41,42,41,39,38,38
48,sequence_40824,56,53,53,53,53,53,53,52,52,52,49,49,49,48,48,48,49,49,49,49,49,49,47,47,46,44,41,41
49,sequence_40825,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,sequence_40797,14,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,19,19,19,19,19,19,20,22,21,19,22,22
51,sequence_40800,21,22,22,22,22,22,22,22,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,3,3
52,sequence_40803,78,75,75,75,75,75,75,74,74,74,68,68,68,66,66,66,10,10,10,10,10,10,11,13,12,10,13,13
53,sequence_40804,20,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,3,3
54,sequence_40805,77,74,74,74,74,74,74,73,73,73,67,67,67,65,65,65,10,10,10,10,10,10,11,13,12,10,13,13
55,sequence_40864,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,3,3
56,sequence_40808,25,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,sequence_40810,26,27,27,27,27,27,27,26,26,26,25,25,25,24,24,24,25,25,25,25,25,25,26,27,26,24,27,27
58,sequence_40862,74,71,71,71,71,71,71,70,70,70,64,64,64,63,63,63,64,64,64,64,64,64,62,6,5,4,6,6
59,sequence_40859,69,66,66,66,66,66,66,65,65,65,60,60,60,59,59,59,60,60,60,60,60,60,58,58,57,55,48,48
60,sequence_40836,59,56,56,56,56,56,56,55,55,55,52,52,52,51,51,51,52,52,52,52,52,52,50,50,49,47,44,44
61,sequence_40837,61,58,58,58,58,58,58,57,57,57,54,54,54,53,53,53,54,54,54,54,54,54,52,52,51,49,46,46
62,sequence_40820,47,44,44,44,44,44,44,43,43,43,7,7,7,8,8,8,8,8,8,8,8,8,9,10,9,8,9,9
63,sequence_40821,46,43,43,43,43,43,43,42,42,42,7,7,7,8,8,8,8,8,8,8,8,8,9,10,9,8,9,9
64,sequence_40822,48,45,45,45,45,45,45,44,44,44,41,41,41,40,40,40,41,41,41,41,41,41,42,43,42,40,39,39
65,sequence_40823,57,54,54,54,54,54,54,53,53,53,50,50,50,49,49,49,50,50,50,50,50,50,48,48,47,45,42,42
66,sequence_40834,58,55,55,55,55,55,55,54,54,54,51,51,51,50,50,50,51,51,51,51,51,51,49,49,48,46,43,43
67,sequence_40832,49,46,46,46,46,46,46,45,45,45,42,42,42,41,41,41,42,42,42,42,42,42,43,44,43,41,40,40
68,sequence_40833,55,52,52,52,52,52,52,51,51,51,48,48,48,47,47,47,48,48,48,48,48,48,46,0,0,0,0,0
69,sequence_40830,51,48,48,48,48,48,48,47,47,47,44,44,44,43,43,43,44,44,44,44,44,44,2,1,1,1,2,2
70,sequence_40798,15,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,20,20,20,20,20,20,21,23,22,20,23,23
71,sequence_40865,19,21,21,21,21,21,21,21,21,21,21,21,21,4,4,4,4,4,4,4,4,4,5,5,1,1,2,2
72,sequence_40863,17,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,22,22,22,22,22,22,23,25,24,22,25,25
73,sequence_40801,22,23,23,23,23,23,23,23,23,23,22,22,22,4,4,4,4,4,4,4,4,4,5,5,1,1,2,2
74,sequence_40802,23,24,24,24,24,24,24,24,24,24,23,23,23,22,22,22,23,23,23,23,23,23,24,6,5,4,6,6
75,sequence_40796,13,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,18,18,18,19,21,20,18,21,21
76,sequence_40795,12,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,17,17,17,17,17,17,18,20,19,17,20,20
77,sequence_40866,2,5,5,5,5,5,5,5,5,5,9,9,9,10,10,10,11,11,11,11,11,11,12,14,13,11,14,14
78,sequence_40799,16,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,21,21,21,21,21,21,22,24,23,21,24,24
79,sequence_40788,10,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,15,16,18,17,15,18,18
80,sequence_40867,3,6,6,6,6,6,6,6,6,6,10,10,10,11,11,11,12,12,12,12,12,12,13,15,14,12,15,15
