,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
24,sequence_47783,130,130,127,127,104,105,101,96,87,80,79,79,79,25,26,26,25,23,22,22,21,21,21,21,20,22,21,20
25,sequence_47796,116,116,113,113,96,97,93,89,80,73,72,72,72,70,64,64,63,60,58,57,55,55,54,52,51,17,16,15
26,sequence_47750,19,19,22,22,6,6,9,11,18,18,17,17,17,21,20,20,19,18,18,18,17,17,17,18,17,19,18,17
27,sequence_47760,99,99,98,98,88,89,85,81,72,65,64,64,64,63,57,57,56,53,51,50,48,49,48,46,45,43,42,41
28,sequence_47773,111,111,108,108,93,94,90,86,77,70,69,69,69,67,61,61,60,57,55,54,52,53,52,50,49,46,45,44
29,sequence_47768,109,109,106,106,91,92,88,84,75,68,67,67,67,65,59,59,58,55,53,52,50,51,50,48,47,45,44,43
30,sequence_47771,110,110,107,107,92,93,89,85,76,69,68,68,68,66,60,60,59,56,54,53,51,52,51,49,48,16,15,14
31,sequence_47681,74,74,73,73,3,3,5,2,0,0,2,3,3,5,6,3,4,5,5,5,5,5,5,5,5,5,5,1
32,sequence_47696,68,68,67,67,0,0,0,1,5,6,6,6,7,8,9,10,9,8,8,10,9,9,9,10,11,12,11,10
33,sequence_47680,73,73,72,72,70,71,69,67,0,0,2,3,3,5,6,3,4,5,5,5,5,5,5,5,5,5,5,1
34,sequence_47673,55,55,54,54,13,13,1,3,6,1,3,0,0,1,3,4,5,6,6,6,6,6,6,6,6,7,0,0
35,sequence_47700,83,83,82,82,16,16,1,3,6,1,3,0,0,1,3,4,5,6,6,6,6,6,6,6,6,7,0,0
36,sequence_47689,63,63,62,62,65,66,64,65,62,57,56,56,56,56,51,51,50,47,45,44,42,43,42,40,39,37,36,35
37,sequence_47683,71,71,70,70,14,14,15,16,4,2,4,4,4,6,4,5,6,3,4,4,4,4,4,4,1,2,3,1
38,sequence_47697,67,67,66,66,15,15,16,18,22,22,21,21,21,24,24,24,23,22,21,21,20,20,20,20,19,21,20,19
39,sequence_47678,57,57,56,56,59,60,58,59,56,51,50,50,50,50,46,46,45,42,12,13,12,12,12,14,15,15,14,13
40,sequence_47682,72,72,71,71,69,70,68,17,4,2,4,4,4,6,4,5,6,3,4,4,4,4,4,4,1,2,3,1
41,sequence_47724,95,95,94,94,84,85,81,21,24,23,22,22,22,14,13,14,13,3,4,4,4,4,4,4,1,2,3,1
42,sequence_47806,144,144,141,141,114,115,7,4,1,3,0,1,1,2,5,6,2,4,2,1,1,1,1,1,2,3,4,4
43,sequence_47807,145,145,142,142,115,116,111,104,1,3,0,1,1,2,5,6,2,4,2,1,1,1,1,1,2,3,4,4
44,sequence_47804,120,120,117,117,99,100,96,25,27,26,25,25,25,15,14,15,14,13,13,8,8,8,7,7,7,6,6,5
45,sequence_47800,118,118,115,115,98,99,95,91,82,75,74,74,74,15,14,15,14,13,13,8,8,8,7,7,7,6,6,5
46,sequence_47799,119,119,116,116,20,20,21,24,26,25,24,24,24,16,15,16,15,14,14,8,8,8,7,7,7,6,6,5
47,sequence_47664,26,26,27,27,2,2,3,6,8,9,9,11,11,10,11,12,11,11,10,11,10,10,10,11,12,1,1,2
48,sequence_47666,29,29,30,30,41,42,4,0,3,5,1,2,2,4,0,0,0,0,0,2,3,3,3,3,4,1,1,2
49,sequence_47671,31,31,32,32,43,44,44,46,44,39,38,38,38,38,37,37,36,33,32,32,3,3,3,3,4,1,1,2
50,sequence_47727,40,40,39,39,48,49,49,7,9,10,10,12,12,11,12,13,12,12,11,12,11,11,11,12,13,13,12,11
51,sequence_47756,21,21,24,24,7,7,10,7,9,10,10,12,12,11,12,13,12,12,11,12,11,11,11,12,13,13,12,11
52,sequence_47775,113,113,110,110,94,95,91,87,78,71,70,70,70,68,62,62,61,58,56,55,53,23,23,23,22,23,22,21
53,sequence_47730,37,37,36,36,10,10,12,13,20,20,19,19,19,12,0,0,0,0,0,2,3,3,3,3,4,1,1,2
54,sequence_47758,20,20,23,23,39,40,41,43,41,37,36,36,36,12,0,0,0,0,0,2,3,3,3,3,4,1,1,2
55,sequence_47797,117,117,114,114,97,98,94,90,81,74,73,73,73,71,65,65,64,61,59,58,56,23,23,23,22,23,22,21
56,sequence_47798,115,115,112,112,95,96,92,88,79,72,71,71,71,69,63,63,62,59,57,56,54,54,53,51,50,17,16,15
57,sequence_47751,18,18,21,21,6,6,9,11,18,18,17,17,17,21,20,20,19,18,18,18,17,17,17,18,17,19,18,17
58,sequence_47741,4,4,7,7,27,28,29,32,34,32,31,31,31,18,17,8,7,10,3,3,2,2,2,2,3,9,2,3
59,sequence_47743,2,2,5,5,25,26,27,30,32,4,5,5,6,18,2,2,3,2,3,3,2,2,2,2,3,4,2,3
60,sequence_47752,14,14,17,17,35,36,37,39,17,15,15,15,15,19,18,18,17,16,16,16,15,15,15,16,10,11,10,9
61,sequence_47745,7,7,10,10,5,5,8,10,2,4,5,5,6,3,2,2,3,2,3,3,2,2,2,2,3,4,2,3
62,sequence_47747,10,10,13,13,31,32,33,36,37,16,16,16,16,20,19,19,18,17,17,17,16,16,16,17,10,11,10,9
63,sequence_47748,11,11,14,14,32,33,34,0,3,5,1,2,2,4,0,0,0,0,0,2,3,3,3,3,4,1,1,2
64,sequence_47749,8,8,11,11,29,30,31,34,36,34,33,33,33,34,17,8,7,10,16,16,15,15,15,16,10,9,8,3
65,sequence_47744,9,9,12,12,30,31,32,35,17,15,15,15,15,19,18,18,17,16,16,16,15,15,15,16,10,11,10,9
66,sequence_47721,51,51,50,50,11,11,13,14,21,21,20,20,20,23,22,22,21,20,12,13,12,12,12,14,15,15,14,13
67,sequence_47759,43,43,42,42,11,11,13,14,21,21,20,20,20,23,22,22,21,20,12,13,12,12,12,14,15,15,14,13
68,sequence_47774,107,107,104,104,18,18,7,4,1,3,0,1,1,2,5,6,2,4,2,1,1,1,1,1,2,3,4,4
69,sequence_47770,106,106,103,103,90,91,87,83,74,67,66,66,66,64,58,58,57,54,52,51,49,50,49,47,46,44,43,42
70,sequence_47713,0,0,3,3,23,24,25,28,30,29,28,28,28,30,31,31,30,2,3,3,2,2,2,2,3,4,2,3
71,sequence_47738,17,17,20,20,38,39,40,42,2,17,5,5,6,3,2,2,3,2,3,3,2,2,2,2,3,4,2,3
72,sequence_47769,108,108,105,105,18,18,7,4,1,3,0,1,1,2,5,6,2,4,2,1,1,1,1,1,2,3,4,4
73,sequence_47702,82,82,81,81,16,16,1,3,6,1,3,0,0,1,3,4,5,6,6,6,6,6,6,6,6,7,0,0
74,sequence_47672,89,89,88,88,78,79,75,73,64,59,58,58,58,5,6,3,4,5,5,5,5,5,5,5,5,5,5,1
75,sequence_47705,84,84,83,83,3,3,5,2,0,0,2,3,3,5,6,3,4,5,5,5,5,5,5,5,5,5,5,1
76,sequence_47694,70,70,69,69,68,69,67,66,63,58,57,57,57,57,52,52,51,48,46,45,43,44,43,41,40,38,37,36
77,sequence_47691,59,59,58,58,61,62,60,61,58,53,52,52,52,52,47,47,46,43,41,5,5,5,5,5,5,5,5,1
78,sequence_47701,81,81,80,80,73,74,70,68,13,1,3,0,0,1,3,4,5,6,6,6,6,6,6,6,6,7,0,0
79,sequence_47706,87,87,86,86,76,77,73,71,13,1,3,0,0,1,3,4,5,6,6,6,6,6,6,6,6,7,0,0
80,sequence_47675,56,56,55,55,58,59,57,58,55,50,49,49,49,49,45,45,44,41,40,40,38,39,38,36,35,33,32,31
81,sequence_47698,66,66,65,65,67,68,66,2,0,0,2,3,3,5,6,3,4,5,5,5,5,5,5,5,5,5,5,1
82,sequence_47688,61,61,60,60,63,64,62,63,60,55,54,54,54,54,49,49,48,45,43,42,40,41,40,38,37,35,34,33
83,sequence_47704,79,79,78,78,71,72,17,19,11,12,12,7,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
84,sequence_47708,85,85,84,84,74,75,71,69,23,12,12,7,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
85,sequence_47709,88,88,87,87,77,78,74,72,23,12,12,7,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
86,sequence_47677,52,52,51,51,56,57,17,19,11,12,12,7,8,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
87,sequence_47692,58,58,57,57,60,61,59,60,57,52,51,51,51,51,4,5,6,3,4,4,4,4,4,4,1,2,3,1
88,sequence_47703,80,80,79,79,72,73,18,20,12,13,13,8,9,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
89,sequence_47707,86,86,85,85,75,76,72,70,12,13,13,8,9,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
90,sequence_47762,101,101,2,2,4,4,6,8,14,7,7,9,5,7,7,7,2,4,2,1,1,1,1,1,2,3,4,4
91,sequence_47765,102,102,99,99,4,4,6,8,14,7,7,9,5,7,7,7,2,4,2,1,1,1,1,1,2,3,4,4
92,sequence_47767,149,149,146,146,119,118,113,106,96,89,88,88,88,29,30,30,29,27,26,26,25,26,26,25,24,25,24,23
93,sequence_47812,104,104,101,101,17,17,19,22,15,7,7,9,5,7,7,7,2,4,2,1,1,1,1,1,2,3,4,4
94,sequence_47761,105,105,102,102,17,17,19,22,15,3,0,1,1,2,5,6,2,4,2,1,1,1,1,1,2,3,4,4
95,sequence_47764,100,100,2,2,4,4,6,8,14,7,7,9,5,7,7,7,2,4,2,1,1,1,1,1,2,3,4,4
96,sequence_47763,148,148,145,145,118,117,112,105,95,88,87,87,87,29,30,30,29,27,26,26,25,26,26,25,24,25,24,23
97,sequence_47699,65,65,64,64,66,67,65,17,4,2,4,4,4,6,4,5,6,3,4,4,4,4,4,4,1,2,3,1
98,sequence_47687,60,60,59,59,62,63,61,62,59,54,53,53,53,53,48,48,47,44,42,41,39,40,39,37,36,34,33,32
99,sequence_47693,64,64,63,63,14,14,15,16,4,2,4,4,4,6,4,5,6,3,4,4,4,4,4,4,1,2,3,1
100,sequence_47690,62,62,61,61,64,65,63,64,61,56,55,55,55,55,50,50,49,46,44,43,41,42,41,39,38,36,35,34
101,sequence_47712,92,92,91,91,81,82,78,76,67,2,4,4,4,6,13,14,13,3,4,4,4,4,4,4,1,2,3,1
102,sequence_47714,1,1,4,4,24,25,26,29,31,30,29,29,29,31,32,32,31,28,27,27,26,27,27,26,25,26,25,24
103,sequence_47725,94,94,93,93,83,84,80,21,24,23,22,22,22,14,13,14,13,3,4,4,4,4,4,4,1,2,3,1
104,sequence_47669,33,33,34,34,45,46,46,48,46,41,40,40,40,40,39,39,38,35,34,34,32,33,32,31,30,28,27,26
105,sequence_47668,32,32,33,33,44,45,45,47,45,40,39,39,39,39,38,38,37,34,33,33,31,32,31,30,29,27,26,25
106,sequence_47670,30,30,31,31,42,43,43,45,43,5,1,2,2,4,0,0,0,0,0,2,3,3,3,3,4,1,1,2
107,sequence_47665,23,23,0,0,8,8,4,0,3,5,1,2,2,4,0,0,0,0,0,2,3,3,3,3,4,1,1,2
108,sequence_47661,24,24,0,0,8,8,4,0,3,5,1,2,2,4,0,0,0,0,0,2,3,3,3,3,4,1,1,2
109,sequence_47667,28,28,29,29,40,41,42,44,42,38,37,37,37,37,36,36,35,32,31,31,30,31,30,29,28,1,1,2
110,sequence_47726,35,35,1,1,9,9,11,12,19,19,18,18,18,22,21,21,20,19,19,19,18,18,18,13,14,14,13,12
111,sequence_47734,34,34,1,1,9,9,11,12,19,19,18,18,18,22,21,21,20,19,19,19,18,18,18,13,14,14,13,12
112,sequence_47811,103,103,100,100,89,90,86,82,73,66,65,65,65,25,26,26,25,23,22,22,21,21,21,21,20,22,21,20
113,sequence_47662,25,25,26,26,7,7,10,7,9,10,10,12,12,11,12,13,12,12,11,12,11,11,11,12,13,13,12,11
114,sequence_47731,38,38,37,37,46,47,47,49,47,42,41,41,41,41,40,40,39,36,35,35,33,34,33,32,31,29,28,27
115,sequence_47733,36,36,35,35,10,10,12,13,20,20,19,19,19,12,0,0,0,0,0,2,3,3,3,3,4,1,1,2
116,sequence_47732,39,39,38,38,47,48,48,50,48,43,42,42,42,42,41,41,40,37,36,36,34,35,34,13,14,14,13,12
117,sequence_47755,13,13,16,16,34,35,36,38,38,35,34,34,34,35,2,8,7,10,3,3,2,2,2,2,3,4,2,3
118,sequence_47746,6,6,9,9,5,5,8,10,2,4,5,5,6,3,2,2,3,2,3,3,2,2,2,2,3,4,2,3
119,sequence_47754,15,15,18,18,36,37,38,40,39,16,16,16,16,20,19,19,18,17,17,17,16,16,16,17,10,11,10,9
120,sequence_47753,12,12,15,15,33,34,35,37,2,17,5,5,6,3,2,2,3,2,3,3,2,2,2,2,3,4,2,3
121,sequence_47740,5,5,8,8,28,29,30,33,35,33,32,32,32,33,34,34,33,30,29,29,28,29,2,2,3,9,2,3
122,sequence_47742,3,3,6,6,26,27,28,31,33,31,30,30,30,32,33,33,32,29,28,28,27,28,28,27,26,4,2,6
123,sequence_47715,46,46,45,45,12,12,14,15,10,11,11,13,13,13,8,9,8,7,7,9,27,28,28,0,0,0,0,6
124,sequence_47718,45,45,44,44,12,12,14,15,10,11,11,13,13,13,8,9,8,7,7,9,0,0,0,0,0,0,0,6
125,sequence_47717,44,44,43,43,51,52,52,53,10,11,11,13,13,13,8,9,8,7,7,9,0,0,0,0,0,0,0,6
126,sequence_47720,49,49,48,48,54,55,55,56,53,48,47,47,47,47,44,44,43,40,39,39,37,38,37,35,34,32,31,30
127,sequence_47716,47,47,46,46,52,53,53,54,51,46,45,45,45,45,23,23,22,21,20,20,19,19,19,19,18,20,19,18
128,sequence_47719,48,48,47,47,53,54,54,55,52,47,46,46,46,46,23,23,22,21,20,20,19,19,19,19,18,20,19,18
129,sequence_47723,93,93,92,92,82,83,79,77,68,61,60,60,60,59,25,25,24,1,1,0,0,0,0,43,42,40,0,0
130,sequence_47722,50,50,49,49,55,56,56,57,54,49,48,48,48,48,8,9,8,7,7,9,0,0,0,0,0,0,0,6
131,sequence_47674,54,54,53,53,13,13,1,3,6,1,3,0,0,1,3,4,5,6,6,6,6,6,6,6,6,7,0,0
132,sequence_47676,53,53,52,52,57,58,18,20,12,13,13,8,9,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
133,sequence_47711,91,91,90,90,80,81,77,75,66,13,13,8,9,59,25,25,24,1,1,0,0,0,0,0,0,0,0,0
134,sequence_47739,16,16,19,19,37,38,39,41,40,36,35,35,35,36,35,35,34,31,30,30,29,30,29,28,27,4,25,6
135,sequence_47735,96,96,95,95,85,86,82,78,69,62,61,61,61,60,54,54,53,50,48,47,45,46,45,43,42,40,39,38
136,sequence_47793,141,141,138,138,22,22,23,9,16,14,14,14,14,17,16,17,16,15,15,14,13,13,13,9,9,10,9,8
137,sequence_47801,123,123,120,120,1,1,2,5,7,8,8,10,10,9,10,11,10,9,9,7,7,7,8,8,8,8,7,7
138,sequence_47805,124,124,121,121,22,22,23,9,16,14,14,14,14,17,16,17,16,15,15,14,13,13,13,9,9,10,9,8
139,sequence_47802,122,122,119,119,1,1,2,5,7,8,8,10,10,9,10,11,10,9,9,7,7,7,8,8,8,8,7,7
140,sequence_47794,140,140,137,137,111,112,108,9,16,14,14,14,14,17,16,17,16,15,15,14,13,13,13,9,9,10,9,8
141,sequence_47728,41,41,40,40,49,50,50,51,49,44,43,43,43,43,42,42,41,38,37,37,35,36,35,33,32,30,29,28
142,sequence_47808,150,150,147,147,120,119,114,107,97,90,89,89,89,82,76,76,75,72,70,64,62,61,60,58,57,51,50,49
143,sequence_47792,142,142,139,139,112,113,109,102,93,86,85,85,85,80,74,74,73,70,68,62,60,59,58,56,55,49,48,47
144,sequence_47791,134,134,131,131,108,109,105,99,90,83,82,82,82,77,71,71,70,67,65,25,24,25,25,9,9,10,9,8
145,sequence_47788,137,137,134,134,1,1,2,5,7,8,8,10,10,9,10,11,10,9,9,7,7,7,8,8,8,8,7,7
146,sequence_47729,42,42,41,41,50,51,51,52,50,45,44,44,44,44,43,43,42,39,38,38,36,37,36,34,33,31,30,29
147,sequence_47809,151,151,148,148,121,120,115,108,98,91,90,90,90,83,77,77,76,73,71,65,63,62,61,59,58,52,51,50
148,sequence_47737,98,98,97,97,87,88,84,80,71,64,63,63,63,62,56,56,55,52,50,49,47,48,47,45,44,42,41,40
149,sequence_47810,147,147,144,144,117,23,24,27,29,28,27,27,27,28,29,29,28,26,25,7,7,7,8,8,8,8,7,7
150,sequence_47766,146,146,143,143,116,23,24,27,29,28,27,27,27,28,29,29,28,26,25,7,7,7,8,8,8,8,7,7
151,sequence_47736,97,97,96,96,86,87,83,79,70,63,62,62,62,61,55,55,54,51,49,48,46,47,46,44,43,41,40,39
