,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
13,sequence_40840,42,42,42,41,42,42,40,37,37,37,37,35,35,34,34,34,34,34,33,31,31,30,30,30,30,30,29,27
14,sequence_40841,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,sequence_40842,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,sequence_40844,16,18,18,18,20,20,21,23,23,23,23,22,22,22,22,22,22,22,21,20,20,19,19,19,19,19,19,19
17,sequence_40838,40,40,40,40,41,41,39,36,36,36,36,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,sequence_40816,38,38,38,38,39,39,37,34,34,34,34,32,32,32,32,32,32,32,31,29,29,28,28,28,28,28,27,10
19,sequence_40817,37,37,37,37,38,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,sequence_40818,39,39,39,39,40,40,38,35,35,35,35,33,33,33,33,33,33,33,32,30,30,29,29,29,29,29,28,10
21,sequence_40827,31,31,31,31,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2
22,sequence_40828,30,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2
23,sequence_40829,28,30,30,30,32,32,30,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,9
24,sequence_40831,27,29,29,29,31,31,29,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,10,10,10,9
25,sequence_40856,14,16,16,16,18,18,19,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
26,sequence_40815,45,45,45,44,45,45,43,40,40,40,40,38,38,37,37,37,37,37,34,32,32,31,31,31,31,31,30,28
27,sequence_40851,52,52,52,51,52,52,50,9,9,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11
28,sequence_40847,54,54,54,53,54,54,52,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1
29,sequence_40858,43,43,43,42,43,43,41,38,38,38,38,36,36,35,35,35,35,35,4,4,4,4,4,4,4,4,4,4
30,sequence_40852,51,51,51,50,51,51,49,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1
31,sequence_40843,17,19,19,19,21,21,22,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
32,sequence_40846,55,55,55,54,55,55,53,9,9,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11
33,sequence_40791,79,77,77,75,72,72,66,58,58,58,58,55,55,54,54,54,54,54,51,49,49,48,48,48,48,48,45,43
34,sequence_40793,77,75,75,73,70,70,64,56,56,56,56,53,53,52,52,52,52,52,49,47,47,46,46,46,46,46,43,41
35,sequence_40861,9,11,11,11,13,13,14,18,18,18,18,18,18,18,18,18,18,18,17,16,16,15,15,15,15,15,15,15
36,sequence_40812,11,13,13,13,15,15,16,20,20,20,20,19,19,19,19,19,19,19,18,17,17,16,16,16,16,16,16,16
37,sequence_40854,47,47,47,46,47,47,45,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1
38,sequence_40853,48,48,48,47,48,48,46,42,42,42,42,40,40,39,39,39,39,39,36,34,34,33,33,33,33,33,32,30
39,sequence_40848,49,49,49,48,49,49,47,43,43,43,43,41,41,40,40,40,40,40,37,35,35,34,34,34,34,34,1,1
40,sequence_40849,50,50,50,49,50,50,48,44,44,44,44,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1
41,sequence_40850,53,53,53,52,53,53,51,45,45,45,45,42,42,41,41,41,41,41,38,36,36,35,35,35,35,35,1,1
42,sequence_40792,76,74,74,72,69,69,63,55,55,55,55,52,52,51,51,51,51,51,48,46,46,45,45,45,45,45,42,40
43,sequence_40790,78,76,76,74,71,71,65,57,57,57,57,54,54,53,53,53,53,53,50,48,48,47,47,47,47,47,44,42
44,sequence_40860,8,10,10,10,12,12,13,17,17,17,17,17,17,17,17,17,17,17,16,15,15,14,14,14,14,14,14,14
45,sequence_40839,18,20,20,20,22,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,sequence_40835,20,22,22,22,24,24,25,25,25,25,25,24,24,24,24,24,24,24,23,22,22,21,21,21,21,21,21,21
47,sequence_40819,22,24,24,24,26,26,5,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,8
48,sequence_40824,24,26,26,26,28,28,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,sequence_40825,32,32,32,32,33,33,31,29,29,29,29,27,27,27,27,27,27,27,26,25,25,24,24,24,24,24,0,0
50,sequence_40797,67,65,65,64,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
51,sequence_40800,64,62,62,61,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
52,sequence_40803,3,5,5,5,7,7,8,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,0
53,sequence_40804,71,69,69,68,65,65,59,51,51,51,51,48,48,47,47,47,47,47,44,42,42,41,41,41,41,41,38,36
54,sequence_40805,62,60,60,59,60,60,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
55,sequence_40864,4,6,6,6,8,8,9,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,0
56,sequence_40808,60,2,2,2,2,2,7,11,11,11,11,11,11,11,11,11,11,11,12,13,13,12,12,12,12,12,12,12
57,sequence_40810,10,12,12,12,14,14,15,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,sequence_40862,7,9,9,9,11,11,12,16,16,16,16,16,16,16,16,16,16,16,15,14,14,13,13,13,13,13,13,13
59,sequence_40859,13,15,15,15,17,17,18,22,22,22,22,21,21,21,21,21,21,21,20,19,19,18,18,18,18,18,18,18
60,sequence_40836,21,23,23,23,25,25,5,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,8
61,sequence_40837,19,21,21,21,23,23,24,24,24,24,24,23,23,23,23,23,23,23,22,21,21,20,20,20,20,20,20,20
62,sequence_40820,36,36,36,36,37,37,35,33,33,33,33,31,31,31,31,31,31,31,30,28,28,27,27,27,27,27,26,26
63,sequence_40821,35,35,35,35,36,36,34,32,32,32,32,30,30,30,30,30,30,30,29,8,8,8,8,8,8,8,8,7
64,sequence_40822,34,34,34,34,35,35,33,31,31,31,31,29,29,29,29,29,29,29,28,27,27,26,26,26,26,26,25,25
65,sequence_40823,33,33,33,33,34,34,32,30,30,30,30,28,28,28,28,28,28,28,27,26,26,25,25,25,25,25,24,24
66,sequence_40834,23,25,25,25,27,27,26,26,26,26,26,25,25,25,25,25,25,25,24,23,23,22,22,22,22,22,22,22
67,sequence_40832,26,28,28,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,sequence_40833,25,27,27,27,29,29,28,28,28,28,28,26,26,26,26,26,26,26,25,24,24,23,23,23,23,23,23,23
69,sequence_40830,29,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2
70,sequence_40798,68,66,66,65,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
71,sequence_40865,5,7,7,7,9,9,10,14,14,14,14,14,14,14,14,14,14,14,13,1,1,1,1,1,1,1,2,2
72,sequence_40863,6,8,8,8,10,10,11,15,15,15,15,15,15,15,15,15,15,15,14,8,8,8,8,8,8,8,8,7
73,sequence_40801,65,63,63,62,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
74,sequence_40802,63,61,61,60,61,61,56,48,48,48,48,45,45,44,44,44,44,44,41,39,39,38,38,38,38,38,35,33
75,sequence_40796,70,68,68,67,64,64,58,50,50,50,50,47,47,46,46,46,46,46,43,41,41,40,40,40,40,40,37,35
76,sequence_40795,69,67,67,66,63,63,57,49,49,49,49,46,46,45,45,45,45,45,42,40,40,39,39,39,39,39,36,34
77,sequence_40866,2,4,4,4,6,6,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
78,sequence_40799,66,64,64,63,62,62,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6
79,sequence_40788,74,72,72,70,67,67,61,53,53,53,53,50,50,49,49,49,49,49,46,44,44,43,43,43,43,43,40,38
80,sequence_40867,1,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6
