,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
29,sequence_40858,1,1,0,3,3,3,1,0,7,7,7,3,3,3,3,1,0,6,6,6,6,2,2,2,0,14,14,14
30,sequence_40852,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,13
31,sequence_40843,0,0,1,0,1,0,7,7,3,3,3,1,1,1,1,0,3,3,3,1,0,14,14,14,14,6,6,2
32,sequence_40846,1,1,0,3,3,3,1,0,7,7,7,3,3,3,3,1,0,6,6,6,6,2,2,2,0,26,26,26
33,sequence_40791,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,28
34,sequence_40793,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,28
35,sequence_40861,0,0,3,1,0,6,6,6,6,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
36,sequence_40812,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,13
37,sequence_40854,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,10,10,10,10,10,10,10,10
38,sequence_40853,1,1,0,3,3,3,1,0,7,7,7,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
39,sequence_40848,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,13
40,sequence_40849,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,13
41,sequence_40850,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,1,1,0,13
42,sequence_40792,0,0,1,0,1,0,3,1,0,6,2,2,0,6,2,2,2,0,10,10,21,21,21,21,21,21,21,21
43,sequence_40790,0,0,1,0,1,0,3,1,0,6,2,2,0,6,2,2,2,0,10,10,21,21,21,21,21,21,21,21
44,sequence_40860,0,2,2,2,2,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5
45,sequence_40839,0,0,3,1,0,1,0,3,1,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6
46,sequence_40835,0,0,1,0,1,0,7,7,3,3,3,1,1,1,1,0,17,17,17,8,8,8,8,8,8,8,8,8
47,sequence_40819,0,0,1,0,1,0,7,7,3,3,3,1,1,1,1,0,17,17,17,8,8,8,8,8,8,8,8,8
48,sequence_40824,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
49,sequence_40825,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
50,sequence_40797,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
51,sequence_40800,0,2,2,2,2,2,2,2,2,0,6,6,6,14,6,6,6,2,2,2,2,0,9,9,9,9,9,9
52,sequence_40803,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
53,sequence_40804,0,0,1,0,1,0,3,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1,0,23,23,23,23
54,sequence_40805,0,2,2,2,2,2,2,2,2,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5
55,sequence_40864,0,0,1,0,1,0,3,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1,0,23,23,23,23
56,sequence_40808,0,0,1,0,1,0,3,1,0,6,2,2,0,6,2,2,2,0,10,10,21,21,21,21,21,21,21,21
57,sequence_40810,0,2,2,2,2,2,2,2,2,0,6,6,6,14,6,6,6,2,2,2,2,0,23,23,11,11,11,11
58,sequence_40862,0,0,3,1,0,1,0,3,1,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6
59,sequence_40859,0,0,3,1,0,1,0,3,1,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6
60,sequence_40836,0,0,1,0,1,0,7,7,3,3,3,1,1,1,1,0,17,17,17,8,8,8,8,8,8,8,8,8
61,sequence_40837,0,0,1,0,1,0,7,7,3,3,3,1,1,1,1,0,17,17,17,8,8,8,8,8,8,8,8,8
62,sequence_40820,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
63,sequence_40821,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
64,sequence_40822,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,7,7,7,7,7,7,7,7,7,7,7,3,3
65,sequence_40823,0,0,3,1,0,6,6,6,6,2,0,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
66,sequence_40834,0,0,3,1,0,6,6,6,6,2,0,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15
67,sequence_40832,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,24,24,24,24,24
68,sequence_40833,0,0,1,0,1,0,3,1,0,6,2,2,0,6,2,2,2,0,19,19,19,19,19,19,19,19,19,19
69,sequence_40830,0,0,1,0,5,5,5,5,5,5,5,5,2,0,7,16,16,16,16,16,16,16,16,16,16,16,7,7
70,sequence_40798,0,0,1,0,5,5,5,5,5,5,5,5,2,0,7,16,16,16,16,16,16,16,16,16,16,16,7,7
71,sequence_40865,0,0,1,0,5,5,5,5,5,5,5,5,2,0,7,16,16,16,16,16,16,16,16,16,16,16,7,7
72,sequence_40863,0,0,1,0,1,0,3,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,1,0,23,23,23,23
73,sequence_40801,0,2,2,2,2,2,2,2,2,0,6,6,6,14,6,6,6,2,2,2,2,0,9,9,9,9,9,9
74,sequence_40802,0,2,2,2,2,2,2,2,2,0,6,6,6,14,6,6,6,2,2,2,2,0,9,9,9,9,9,9
75,sequence_40796,0,0,1,0,5,5,5,5,5,5,5,5,2,0,7,16,16,16,16,16,16,16,16,16,16,16,7,7
76,sequence_40795,0,0,1,0,1,0,3,1,0,6,2,2,0,2,0,8,8,8,8,3,1,1,0,3,3,3,1,1
77,sequence_40866,0,0,1,0,5,5,5,5,5,5,5,5,2,0,14,14,14,14,14,14,14,6,6,6,6,2,2,0
78,sequence_40799,0,0,1,0,5,5,5,5,5,5,5,5,2,0,14,14,14,14,14,14,14,6,6,6,6,2,2,0
79,sequence_40788,0,0,3,1,0,1,0,3,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,2,0,27,27
80,sequence_40867,0,0,1,0,5,5,5,5,5,5,5,5,2,0,14,14,14,14,14,14,14,6,6,6,6,2,2,0
