,secuencia,meanshift-2,meanshift-3,meanshift-4,meanshift-5,meanshift-6,meanshift-7,meanshift-8,meanshift-9,meanshift-10,meanshift-11,meanshift-12,meanshift-13,meanshift-14,meanshift-15,meanshift-16,meanshift-17,meanshift-18,meanshift-19,meanshift-20,meanshift-21,meanshift-22,meanshift-23,meanshift-24,meanshift-25,meanshift-26,meanshift-27,meanshift-28,meanshift-29
27,sequence_47760,59,59,59,59,59,59,59,59,59,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
28,sequence_47773,80,80,80,80,80,80,80,80,80,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
29,sequence_47768,57,57,57,57,57,57,57,57,57,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
30,sequence_47771,91,91,91,91,91,91,91,91,91,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
31,sequence_47681,84,84,84,84,84,84,84,84,84,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
32,sequence_47696,124,124,124,124,124,124,124,124,124,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
33,sequence_47680,30,30,30,30,30,30,30,30,30,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
34,sequence_47673,63,63,63,63,63,63,63,63,63,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
35,sequence_47700,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
36,sequence_47689,132,132,132,132,132,132,132,132,132,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
37,sequence_47683,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,sequence_47697,101,101,101,101,101,101,101,101,101,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
39,sequence_47678,83,83,83,83,83,83,83,83,83,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
40,sequence_47682,61,61,61,61,61,61,61,61,61,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
41,sequence_47724,79,79,79,79,79,79,79,79,79,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
42,sequence_47806,7,7,7,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
43,sequence_47807,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
44,sequence_47804,58,58,58,58,58,58,58,58,58,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
45,sequence_47800,53,53,53,53,53,53,53,53,53,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
46,sequence_47799,54,54,54,54,54,54,54,54,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,sequence_47664,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
48,sequence_47666,36,36,36,36,36,36,36,36,36,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
49,sequence_47671,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
50,sequence_47727,141,141,141,141,141,141,141,141,141,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
51,sequence_47756,139,139,139,139,139,139,139,139,139,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
52,sequence_47775,92,92,92,92,92,92,92,92,92,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
53,sequence_47730,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
54,sequence_47758,94,94,94,94,94,94,94,94,94,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
55,sequence_47797,149,149,149,149,149,149,149,149,149,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
56,sequence_47798,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
57,sequence_47751,76,76,76,76,76,76,76,76,76,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
58,sequence_47741,45,45,45,45,45,45,45,45,45,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
59,sequence_47743,18,18,18,18,18,18,18,18,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
60,sequence_47752,73,73,73,73,73,73,73,73,73,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
61,sequence_47745,16,16,16,16,16,16,16,16,16,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
62,sequence_47747,33,33,33,33,33,33,33,33,33,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
63,sequence_47748,38,38,38,38,38,38,38,38,38,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
64,sequence_47749,21,21,21,21,21,21,21,21,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
65,sequence_47744,26,26,26,26,26,26,26,26,26,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
66,sequence_47721,67,67,67,67,67,67,67,67,67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
67,sequence_47759,66,66,66,66,66,66,66,66,66,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
68,sequence_47774,49,49,49,49,49,49,49,49,49,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
69,sequence_47770,27,27,27,27,27,27,27,27,27,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
70,sequence_47713,37,37,37,37,37,37,37,37,37,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
71,sequence_47738,46,46,46,46,46,46,46,46,46,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
72,sequence_47769,48,48,48,48,48,48,48,48,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
73,sequence_47702,12,12,12,12,12,12,12,12,12,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
74,sequence_47672,88,88,88,88,88,88,88,88,88,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
75,sequence_47705,35,35,35,35,35,35,35,35,35,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
76,sequence_47694,151,151,151,151,151,151,151,151,151,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
77,sequence_47691,86,86,86,86,86,86,86,86,86,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
78,sequence_47701,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
79,sequence_47706,13,13,13,13,13,13,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
80,sequence_47675,43,43,43,43,43,43,43,43,43,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
81,sequence_47698,87,87,87,87,87,87,87,87,87,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
82,sequence_47688,114,114,114,114,114,114,114,114,114,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
83,sequence_47704,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
84,sequence_47708,9,9,9,9,9,9,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
85,sequence_47709,23,23,23,23,23,23,23,23,23,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
86,sequence_47677,19,19,19,19,19,19,19,19,19,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
87,sequence_47692,64,64,64,64,64,64,64,64,64,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
88,sequence_47703,8,8,8,8,8,8,8,8,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
89,sequence_47707,22,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
90,sequence_47762,4,4,4,4,4,4,4,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
91,sequence_47765,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
92,sequence_47767,14,14,14,14,14,14,14,14,14,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
93,sequence_47812,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
94,sequence_47761,5,5,5,5,5,5,5,5,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
95,sequence_47764,3,3,3,3,3,3,3,3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
96,sequence_47763,11,11,11,11,11,11,11,11,11,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
97,sequence_47699,65,65,65,65,65,65,65,65,65,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
98,sequence_47687,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
99,sequence_47693,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,sequence_47690,118,118,118,118,118,118,118,118,118,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
101,sequence_47712,70,70,70,70,70,70,70,70,70,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
102,sequence_47714,39,39,39,39,39,39,39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
103,sequence_47725,81,81,81,81,81,81,81,81,81,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
104,sequence_47669,143,143,143,143,143,143,143,143,143,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133
105,sequence_47668,136,136,136,136,136,136,136,136,136,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
106,sequence_47670,93,93,93,93,93,93,93,93,93,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
107,sequence_47665,85,85,85,85,85,85,85,85,85,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
108,sequence_47661,89,89,89,89,89,89,89,89,89,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
109,sequence_47667,28,28,28,28,28,28,28,28,28,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
110,sequence_47726,134,134,134,134,134,134,134,134,134,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
111,sequence_47734,131,131,131,131,131,131,131,131,131,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
112,sequence_47811,146,146,146,146,146,146,146,146,146,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
113,sequence_47662,138,138,138,138,138,138,138,138,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
114,sequence_47731,140,140,140,140,140,140,140,140,140,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
115,sequence_47733,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
116,sequence_47732,144,144,144,144,144,144,144,144,144,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
117,sequence_47755,50,50,50,50,50,50,50,50,50,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
118,sequence_47746,17,17,17,17,17,17,17,17,17,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
119,sequence_47754,90,90,90,90,90,90,90,90,90,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
120,sequence_47753,47,47,47,47,47,47,47,47,47,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
121,sequence_47740,68,68,68,68,68,68,68,68,68,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
122,sequence_47742,31,31,31,31,31,31,31,31,31,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
123,sequence_47715,40,40,40,40,40,40,40,40,40,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
124,sequence_47718,41,41,41,41,41,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
125,sequence_47717,15,15,15,15,15,15,15,15,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
126,sequence_47720,34,34,34,34,34,34,34,34,34,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
127,sequence_47716,60,60,60,60,60,60,60,60,60,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
128,sequence_47719,29,29,29,29,29,29,29,29,29,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
129,sequence_47723,62,62,62,62,62,62,62,62,62,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
130,sequence_47722,42,42,42,42,42,42,42,42,42,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
131,sequence_47674,69,69,69,69,69,69,69,69,69,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
132,sequence_47676,51,51,51,51,51,51,51,51,51,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
133,sequence_47711,52,52,52,52,52,52,52,52,52,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
134,sequence_47739,32,32,32,32,32,32,32,32,32,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
135,sequence_47735,71,71,71,71,71,71,71,71,71,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
136,sequence_47793,128,128,128,128,128,128,128,128,128,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
137,sequence_47801,112,112,112,112,112,112,112,112,112,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
138,sequence_47805,126,126,126,126,126,126,126,126,126,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
139,sequence_47802,116,116,116,116,116,116,116,116,116,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
140,sequence_47794,129,129,129,129,129,129,129,129,129,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
141,sequence_47728,99,99,99,99,99,99,99,99,99,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
142,sequence_47808,145,145,145,145,145,145,145,145,145,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
143,sequence_47792,135,135,135,135,135,135,135,135,135,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
144,sequence_47791,100,100,100,100,100,100,100,100,100,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
145,sequence_47788,117,117,117,117,117,117,117,117,117,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
146,sequence_47729,123,123,123,123,123,123,123,123,123,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117
147,sequence_47809,150,150,150,150,150,150,150,150,150,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
148,sequence_47737,147,147,147,147,147,147,147,147,147,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
149,sequence_47810,125,125,125,125,125,125,125,125,125,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
150,sequence_47766,122,122,122,122,122,122,122,122,122,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
151,sequence_47736,137,137,137,137,137,137,137,137,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
