,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
34,sequence_47673,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
35,sequence_47700,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,8,8,8,8,8,8,8,8,8
36,sequence_47689,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,22,22,22,22,22,22,22
37,sequence_47683,0,0,3,3,3,3,1,1,1,1,1,0,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,1
38,sequence_47697,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,12,12,12
39,sequence_47678,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,12,12,12
40,sequence_47682,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
41,sequence_47724,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
42,sequence_47806,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,20,20,20,20,20,20,20,20,20
43,sequence_47807,0,2,0,1,1,0,7,7,7,7,7,7,7,3,3,1,0,12,12,12,12,12,12,12,5,5,5,5
44,sequence_47804,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11,11,11,11,11,11
45,sequence_47800,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11,11,11,11,11,11
46,sequence_47799,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,11,11,11,11,11,11
47,sequence_47664,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
48,sequence_47666,0,2,0,1,1,0,7,7,7,7,7,7,7,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
49,sequence_47671,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
50,sequence_47727,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
51,sequence_47756,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
52,sequence_47775,1,1,1,4,4,1,0,2,0,5,2,2,2,2,2,2,2,0,19,19,19,19,19,19,19,19,19,19
53,sequence_47730,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
54,sequence_47758,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
55,sequence_47797,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
56,sequence_47798,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
57,sequence_47751,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
58,sequence_47741,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
59,sequence_47743,0,2,0,0,2,2,2,0,2,0,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
60,sequence_47752,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
61,sequence_47745,0,0,3,3,3,3,1,1,1,1,1,0,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,1
62,sequence_47747,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
63,sequence_47748,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
64,sequence_47749,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
65,sequence_47744,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
66,sequence_47721,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
67,sequence_47759,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
68,sequence_47774,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
69,sequence_47770,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
70,sequence_47713,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
71,sequence_47738,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
72,sequence_47769,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
73,sequence_47702,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,8,8,8,8,8,8,8,8,8
74,sequence_47672,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
75,sequence_47705,0,2,0,1,1,0,7,7,7,7,7,7,7,3,3,1,0,12,12,12,12,12,12,12,5,5,5,5
76,sequence_47694,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,1,0,28
77,sequence_47691,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
78,sequence_47701,0,2,0,1,1,0,3,8,8,8,8,3,1,0,9,9,9,9,4,4,1,1,0,24,24,24,24,24
79,sequence_47706,0,2,0,1,1,0,3,8,8,8,8,3,1,0,9,9,9,9,4,4,1,1,0,21,21,21,21,21
80,sequence_47675,0,2,0,1,1,0,3,8,8,8,8,3,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,7
81,sequence_47698,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
82,sequence_47688,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,22,22,22,22,22,22,22
83,sequence_47704,1,1,1,4,4,1,0,2,0,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,25,25,25,25
84,sequence_47708,1,1,1,4,4,1,0,2,0,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,12,26,26,26
85,sequence_47709,0,0,3,3,3,3,1,1,1,1,1,0,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,1
86,sequence_47677,0,0,3,3,3,3,1,1,1,1,1,0,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,1
87,sequence_47692,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
88,sequence_47703,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,8,8,8,8,8,8,8,8,8
89,sequence_47707,1,1,1,4,4,1,0,2,0,5,2,2,2,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
90,sequence_47762,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,20,20,20,20,20,20,20,20,20
91,sequence_47765,1,1,1,4,4,1,0,3,3,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
92,sequence_47767,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,8,8,8,8,8,8,8,8,8
93,sequence_47812,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,20,20,20,20,20,20,20,20,20
94,sequence_47761,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,20,20,20,20,20,20,20,20,20
95,sequence_47764,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,20,20,20,20,20,20,20,20,20
96,sequence_47763,1,1,1,4,4,1,0,3,3,3,3,1,0,7,7,3,1,1,0,8,8,8,8,8,8,8,8,8
97,sequence_47699,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
98,sequence_47687,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,22,22,22,22,22,22,22
99,sequence_47693,0,0,3,3,3,3,1,1,1,1,1,0,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,1
100,sequence_47690,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,22,22,22,22,22,22,22
101,sequence_47712,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
102,sequence_47714,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
103,sequence_47725,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
104,sequence_47669,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
105,sequence_47668,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,17,17,17,17,17,17,17
106,sequence_47670,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
107,sequence_47665,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
108,sequence_47661,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
109,sequence_47667,0,2,0,1,1,0,7,7,7,7,7,7,7,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
110,sequence_47726,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
111,sequence_47734,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
112,sequence_47811,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
113,sequence_47662,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
114,sequence_47731,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
115,sequence_47733,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
116,sequence_47732,0,0,2,2,0,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
117,sequence_47755,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
118,sequence_47746,0,0,3,3,3,3,1,1,1,1,1,0,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,1
119,sequence_47754,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
120,sequence_47753,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
121,sequence_47740,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
122,sequence_47742,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
123,sequence_47715,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
124,sequence_47718,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
125,sequence_47717,0,2,0,0,2,2,2,0,2,0,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23
126,sequence_47720,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
127,sequence_47716,0,0,2,2,0,4,4,4,4,4,4,4,4,4,1,0,3,3,3,1,0,5,5,5,2,2,2,2
128,sequence_47719,0,0,3,3,3,3,1,1,1,1,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
129,sequence_47723,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
130,sequence_47722,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
131,sequence_47674,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
132,sequence_47676,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
133,sequence_47711,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
134,sequence_47739,0,2,0,0,2,2,2,0,2,0,5,5,5,5,5,5,5,2,2,2,2,0,21,10,10,10,4,4
135,sequence_47735,0,2,0,0,5,5,5,5,5,2,0,8,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3
136,sequence_47793,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,10,10,4,1,1,0,10,10
137,sequence_47801,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
138,sequence_47805,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,10,10,4,1,1,0,10,10
139,sequence_47802,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
140,sequence_47794,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,10,10,4,1,1,0,10,10
141,sequence_47728,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
142,sequence_47808,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,1,0,15
143,sequence_47792,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,10,10,4,1,1,0,10,10
144,sequence_47791,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
145,sequence_47788,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
146,sequence_47729,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,10,10,4,1,1,0,10,10
147,sequence_47809,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,1,0,15
148,sequence_47737,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,1,0,15
149,sequence_47810,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
150,sequence_47766,0,2,0,0,2,2,2,0,9,9,9,9,9,9,4,4,4,4,1,0,21,21,10,4,4,4,1,0
151,sequence_47736,0,2,0,0,5,5,5,5,5,2,0,12,12,12,12,12,12,5,5,5,5,2,2,2,0,1,0,15
