,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
16,sequence_40844,16,16,16,16,16,16,16,16,15,15,15,15,17,20,20,20,20,18,18,18,20,20,20,19,19,19,19,19
17,sequence_40838,43,43,43,43,43,42,42,42,41,41,41,41,41,40,40,40,40,38,37,37,39,39,39,38,38,38,38,38
18,sequence_40816,41,41,41,41,41,40,40,40,39,39,39,39,39,38,38,38,38,36,35,35,37,37,37,36,36,36,36,36
19,sequence_40817,40,40,40,40,40,39,39,39,38,38,38,38,38,37,37,37,37,35,34,34,36,36,36,35,35,35,35,35
20,sequence_40818,42,42,42,42,42,41,41,41,40,40,40,40,40,39,39,39,39,37,36,36,38,38,38,37,37,37,37,37
21,sequence_40827,31,31,31,31,31,31,31,31,30,30,30,30,30,31,31,31,31,29,29,29,31,31,31,30,30,30,30,30
22,sequence_40828,29,29,29,29,29,29,29,29,28,28,28,28,28,29,29,29,29,27,27,27,29,29,29,28,28,28,28,28
23,sequence_40829,28,28,28,28,28,28,28,28,27,27,27,27,27,28,28,28,28,26,26,26,28,28,28,27,27,27,27,27
24,sequence_40831,27,27,27,27,27,27,27,27,26,26,26,26,26,27,27,27,27,25,25,25,27,27,27,26,26,26,26,26
25,sequence_40856,14,14,14,14,14,14,14,14,13,13,13,13,15,18,18,18,18,16,16,16,18,18,18,17,17,17,17,17
26,sequence_40815,57,57,57,57,57,56,56,56,54,54,54,54,54,53,53,53,53,51,49,49,47,47,47,46,46,46,46,46
27,sequence_40851,49,49,49,49,49,48,48,48,46,46,46,46,46,45,45,45,45,43,42,42,44,44,44,43,43,43,43,43
28,sequence_40847,52,52,52,52,52,51,51,51,49,49,49,49,49,48,48,48,48,46,44,44,6,6,6,6,6,6,6,6
29,sequence_40858,55,55,55,55,55,54,54,54,52,52,52,52,52,51,51,51,51,49,47,47,6,6,6,6,6,6,6,6
30,sequence_40852,48,48,48,48,48,47,47,47,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
31,sequence_40843,17,17,17,17,17,17,17,17,16,16,16,16,18,21,21,21,21,19,19,19,21,21,21,20,20,20,20,20
32,sequence_40846,53,53,53,53,53,52,52,52,50,50,50,50,50,49,49,49,49,47,45,45,46,46,46,45,45,45,45,45
33,sequence_40791,75,75,75,75,75,74,74,74,71,71,71,71,68,7,7,7,7,8,8,8,10,10,10,10,10,10,10,10
34,sequence_40793,77,77,77,77,77,76,76,76,73,73,73,73,70,7,7,7,7,8,8,8,10,10,10,10,10,10,10,10
35,sequence_40861,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
36,sequence_40812,11,11,11,11,11,11,11,11,10,10,10,10,12,16,16,16,16,14,14,14,16,16,16,15,15,15,15,15
37,sequence_40854,45,45,45,45,45,44,44,44,43,43,43,43,43,42,42,42,42,40,39,39,41,41,41,40,40,40,40,40
38,sequence_40853,46,46,46,46,46,45,45,45,44,44,44,44,44,43,43,43,43,41,40,40,42,42,42,41,41,41,41,41
39,sequence_40848,51,51,51,51,51,50,50,50,48,48,48,48,48,47,47,47,47,45,43,43,45,45,45,44,44,44,44,44
40,sequence_40849,47,47,47,47,47,46,46,46,45,45,45,45,45,44,44,44,44,42,41,41,43,43,43,42,42,42,42,42
41,sequence_40850,50,50,50,50,50,49,49,49,47,47,47,47,47,46,46,46,46,44,2,2,2,2,2,2,2,2,2,2
42,sequence_40792,76,76,76,76,76,75,75,75,72,72,72,72,69,6,6,6,6,7,7,7,9,9,9,9,9,9,9,9
43,sequence_40790,74,74,74,74,74,73,73,73,70,70,70,70,67,6,6,6,6,7,7,7,9,9,9,9,9,9,9,9
44,sequence_40860,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,sequence_40839,20,20,20,20,20,20,20,20,19,19,19,19,21,22,22,22,22,20,20,20,22,22,22,21,21,21,21,21
46,sequence_40835,22,22,22,22,22,22,22,22,21,21,21,21,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
47,sequence_40819,39,39,39,39,39,38,38,38,37,37,37,37,37,36,36,36,36,34,33,33,35,35,35,34,34,34,34,34
48,sequence_40824,26,26,26,26,26,26,26,26,25,25,25,25,25,26,26,26,26,24,24,24,26,26,26,25,25,25,25,25
49,sequence_40825,35,35,35,35,35,34,34,34,33,33,33,33,33,34,34,34,34,32,0,0,0,0,0,0,0,0,0,0
50,sequence_40797,68,68,68,68,68,67,67,67,64,64,64,64,63,62,62,62,62,60,58,58,55,55,55,54,54,54,54,54
51,sequence_40800,4,4,4,4,4,5,5,5,6,6,6,6,8,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1
52,sequence_40803,0,0,0,0,0,1,1,1,2,2,2,2,4,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1
53,sequence_40804,62,62,62,62,62,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,sequence_40805,1,1,1,1,1,2,2,2,3,3,3,3,5,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1
55,sequence_40864,64,64,64,64,64,63,63,63,60,60,60,60,60,59,59,59,59,57,55,55,0,0,0,0,0,0,0,0
56,sequence_40808,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,sequence_40810,60,60,60,60,60,59,59,59,57,57,57,57,57,56,56,56,56,54,52,52,50,50,50,49,49,49,49,49
58,sequence_40862,8,8,8,8,8,8,8,8,9,9,9,9,11,15,15,15,15,13,13,13,15,15,15,14,14,14,14,14
59,sequence_40859,13,13,13,13,13,13,13,13,12,12,12,12,14,17,17,17,17,15,15,15,17,17,17,16,16,16,16,16
60,sequence_40836,23,23,23,23,23,23,23,23,22,22,22,22,22,23,23,23,23,21,21,21,23,23,23,22,22,22,22,22
61,sequence_40837,21,21,21,21,21,21,21,21,20,20,20,20,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
62,sequence_40820,37,37,37,37,37,36,36,36,35,35,35,35,35,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
63,sequence_40821,38,38,38,38,38,37,37,37,36,36,36,36,36,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
64,sequence_40822,36,36,36,36,36,35,35,35,34,34,34,34,34,35,35,35,35,33,32,32,34,34,34,33,33,33,33,33
65,sequence_40823,25,25,25,25,25,25,25,25,24,24,24,24,24,25,25,25,25,23,23,23,25,25,25,24,24,24,24,24
66,sequence_40834,24,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,22,22,22,24,24,24,23,23,23,23,23
67,sequence_40832,34,34,34,34,34,33,33,33,32,32,32,32,32,33,33,33,33,31,31,31,33,33,33,32,32,32,32,32
68,sequence_40833,33,33,33,33,33,32,32,32,31,31,31,31,31,32,32,32,32,30,30,30,32,32,32,31,31,31,31,31
69,sequence_40830,30,30,30,30,30,30,30,30,29,29,29,29,29,30,30,30,30,28,28,28,30,30,30,29,29,29,29,29
70,sequence_40798,67,67,67,67,67,66,66,66,63,63,63,63,3,5,5,5,5,6,6,6,8,8,8,8,8,8,8,8
71,sequence_40865,63,63,63,63,63,62,62,62,59,59,59,59,59,58,58,58,58,56,54,54,52,52,52,51,51,51,51,51
72,sequence_40863,65,65,65,65,65,64,64,64,61,61,61,61,61,60,60,60,60,58,56,56,53,53,53,52,52,52,52,52
73,sequence_40801,3,3,3,3,3,4,4,4,5,5,5,5,7,11,11,11,11,10,10,10,12,12,12,12,12,12,12,12
74,sequence_40802,2,2,2,2,2,3,3,3,4,4,4,4,6,10,10,10,10,9,9,9,11,11,11,11,11,11,11,11
75,sequence_40796,69,69,69,69,69,68,68,68,65,65,65,65,64,63,63,63,63,61,59,59,56,56,56,55,55,55,55,55
76,sequence_40795,70,70,70,70,70,69,69,69,66,66,66,66,65,64,64,64,64,62,60,60,57,57,57,56,56,56,56,56
77,sequence_40866,80,80,80,80,80,79,79,79,76,76,76,76,73,68,68,68,68,66,64,64,61,61,61,60,60,60,60,60
78,sequence_40799,66,66,66,66,66,65,65,65,62,62,62,62,62,61,61,61,61,59,57,57,54,54,54,53,53,53,53,53
79,sequence_40788,72,72,72,72,72,71,71,71,68,68,68,68,3,5,5,5,5,6,6,6,8,8,8,8,8,8,8,8
80,sequence_40867,79,79,79,79,79,78,78,78,75,75,75,75,72,67,67,67,67,65,63,63,60,60,60,59,59,59,59,59
