,secuencia,aglomerative-2,aglomerative-3,aglomerative-4,aglomerative-5,aglomerative-6,aglomerative-7,aglomerative-8,aglomerative-9,aglomerative-10,aglomerative-11,aglomerative-12,aglomerative-13,aglomerative-14,aglomerative-15,aglomerative-16,aglomerative-17,aglomerative-18,aglomerative-19,aglomerative-20,aglomerative-21,aglomerative-22,aglomerative-23,aglomerative-24,aglomerative-25,aglomerative-26,aglomerative-27,aglomerative-28,aglomerative-29
88,sequence_47703,0,2,2,0,2,0,4,4,1,1,0,3,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
89,sequence_47707,0,2,2,0,2,0,4,4,1,1,0,3,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16
90,sequence_47762,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
91,sequence_47765,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
92,sequence_47767,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
93,sequence_47812,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
94,sequence_47761,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
95,sequence_47764,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
96,sequence_47763,0,2,2,0,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
97,sequence_47699,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,18,18,18,18,18,18,18,18,18,18,18
98,sequence_47687,1,1,0,1,1,1,0,3,3,3,1,0,13,13,13,6,6,6,6,6,6,6,6,6,6,6,2,2
99,sequence_47693,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,18,18,18,18,18,18,18,18,18,18,18
100,sequence_47690,1,1,0,1,1,1,0,3,3,3,1,0,13,13,13,6,6,6,6,6,6,6,6,6,6,6,2,2
101,sequence_47712,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,18,18,18,18,18,18,18,18,18,18,18
102,sequence_47714,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,18,18,18,18,18,18,18,18,18,18,18
103,sequence_47725,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,18,18,18,18,18,18,18,18,18,18,18
104,sequence_47669,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
105,sequence_47668,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
106,sequence_47670,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
107,sequence_47665,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
108,sequence_47661,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
109,sequence_47667,0,0,1,4,4,4,1,0,9,9,9,9,9,9,9,9,4,1,1,0,21,21,10,10,10,10,10,10
110,sequence_47726,1,1,0,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,20,20,20,20,20,20,20,20,20
111,sequence_47734,1,1,0,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,20,20,20,20,20,20,20,20,20
112,sequence_47811,0,0,3,3,3,3,3,1,0,2,2,2,2,0,3,3,3,3,3,1,0,0,21,21,21,21,21,21
113,sequence_47662,0,0,3,3,3,3,3,1,0,2,2,2,2,0,3,3,3,3,3,1,0,0,21,21,21,21,21,21
114,sequence_47731,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
115,sequence_47733,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
116,sequence_47732,1,1,0,2,0,2,2,2,2,0,3,1,0,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17
117,sequence_47755,1,1,0,2,0,2,2,2,2,0,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
118,sequence_47746,1,1,0,2,0,2,2,2,2,0,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
119,sequence_47754,1,1,0,2,0,2,2,2,2,0,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
120,sequence_47753,1,1,0,2,0,2,2,2,2,0,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
121,sequence_47740,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,27,27
122,sequence_47742,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,27,27
123,sequence_47715,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,27,27
124,sequence_47718,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,13,28
125,sequence_47717,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,13,28
126,sequence_47720,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,13,28
127,sequence_47716,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,13,28
128,sequence_47719,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,13,28
129,sequence_47723,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,10,10,10,10,10,4,4,4,4,4,1
130,sequence_47722,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,13,28
131,sequence_47674,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,10,10,10,10,10,4,4,4,4,4,1
132,sequence_47676,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,10,10,10,10,10,4,4,4,4,4,1
133,sequence_47711,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,10,10,10,10,10,4,4,4,4,4,1
134,sequence_47739,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,27,27
135,sequence_47735,1,1,0,1,1,1,0,3,3,3,1,0,3,3,1,1,0,10,10,10,10,10,4,4,4,4,4,1
136,sequence_47793,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
137,sequence_47801,0,0,1,4,4,4,1,0,4,4,4,4,4,4,4,4,1,0,5,5,5,5,5,5,2,2,0,4
138,sequence_47805,0,0,1,4,4,4,1,0,4,4,4,4,4,4,4,4,1,0,5,5,5,5,5,5,2,2,0,13
139,sequence_47802,1,1,0,2,0,2,2,2,2,0,5,5,5,5,5,5,5,5,2,2,2,2,2,2,0,8,8,8
140,sequence_47794,0,2,2,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,0,7,7,7,7,7
141,sequence_47728,0,0,3,3,3,3,3,1,0,2,2,2,2,0,3,3,3,3,3,1,0,22,22,22,22,22,22,22
142,sequence_47808,0,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,25,25,25,25
143,sequence_47792,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
144,sequence_47791,0,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,25,25,25,25
145,sequence_47788,0,2,2,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,0,24,24,24,24,24
146,sequence_47729,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
147,sequence_47809,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
148,sequence_47737,0,0,3,3,3,3,3,1,0,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
149,sequence_47810,0,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,25,25,25,25
150,sequence_47766,0,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,25,25,25,25
151,sequence_47736,0,0,3,3,3,3,3,1,0,2,2,2,2,0,3,3,3,3,3,1,0,22,22,22,22,22,22,22
