,secuencia,meanshift2,meanshift3,meanshift4,meanshift5,meanshift6,meanshift7,meanshift8,meanshift9,meanshift10,meanshift11,meanshift12,meanshift13,meanshift14,meanshift15,meanshift16,meanshift17,meanshift18,meanshift19,meanshift20,meanshift21,meanshift22,meanshift23,meanshift24,meanshift25,meanshift26,meanshift27,meanshift28,meanshift29
16,sequence_47710,91,91,91,91,82,82,81,79,77,77,77,75,72,70,70,65,66,66,66,65,64,64,64,64,64,60,59,58
17,sequence_47686,2,2,2,2,18,18,18,20,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,25,25,26
18,sequence_47778,128,128,128,128,22,22,3,0,0,0,0,1,2,2,2,3,3,3,3,3,5,5,5,5,5,6,7,7
19,sequence_47780,5,5,5,5,6,3,3,0,0,0,0,1,2,2,2,3,3,3,3,3,5,5,5,5,5,6,7,7
20,sequence_47785,124,124,124,124,102,102,101,99,96,96,94,92,89,87,87,80,79,79,79,78,77,77,77,77,77,71,70,69
21,sequence_47803,6,6,6,6,23,23,22,24,26,26,27,27,27,27,27,31,32,32,32,32,32,32,32,32,32,33,31,30
22,sequence_47663,18,18,18,18,3,4,4,4,4,4,6,6,7,8,8,8,9,9,9,9,9,9,9,9,9,0,0,0
23,sequence_47757,44,44,44,44,3,4,4,4,4,4,6,6,7,8,8,8,9,9,9,9,9,9,9,9,9,0,0,0
24,sequence_47783,126,126,126,126,104,104,103,101,98,98,96,94,91,89,89,28,29,29,29,29,29,29,29,29,29,30,28,27
25,sequence_47796,118,118,118,118,100,100,99,97,94,94,92,90,87,85,85,78,77,77,77,76,75,75,75,75,75,11,12,13
26,sequence_47750,40,40,40,40,11,11,11,13,14,14,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,17,18
27,sequence_47760,10,10,10,10,25,25,24,26,28,28,29,28,28,28,28,32,33,33,33,33,33,33,33,33,33,34,33,32
28,sequence_47773,115,115,115,115,97,97,96,94,91,91,90,88,85,83,83,76,75,75,75,74,73,73,73,73,73,69,68,67
29,sequence_47768,112,112,112,112,95,95,94,92,89,89,89,87,84,82,82,75,74,74,74,73,72,72,72,72,72,68,67,66
30,sequence_47771,114,114,114,114,96,96,95,93,90,90,26,26,26,26,26,30,31,31,31,31,31,31,31,31,31,32,30,29
31,sequence_47681,85,85,85,85,1,1,1,2,2,2,3,3,1,1,1,2,2,2,2,2,3,3,3,3,3,4,5,5
32,sequence_47696,4,4,4,4,0,0,0,1,1,1,2,2,3,5,5,5,5,5,5,5,6,6,6,6,6,7,8,8
33,sequence_47680,83,83,83,83,77,77,76,74,72,72,72,70,67,65,65,61,62,62,62,61,60,60,60,60,60,56,55,54
34,sequence_47673,69,69,69,69,16,16,16,18,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,23,24
35,sequence_47700,64,64,64,64,15,15,15,17,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,21,22,23
36,sequence_47689,78,78,78,78,75,75,74,72,70,70,70,68,65,63,63,59,60,60,60,59,58,58,58,58,58,54,53,52
37,sequence_47683,1,1,1,1,17,17,17,19,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,23,23,24,9,9
38,sequence_47697,2,2,2,2,18,18,18,20,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,25,25,26
39,sequence_47678,72,72,72,72,69,69,68,66,64,64,64,62,61,59,59,55,56,56,56,55,54,54,54,54,54,52,51,50
40,sequence_47682,82,82,82,82,4,5,5,5,5,5,7,8,4,6,6,6,6,6,6,6,7,7,7,7,7,8,1,1
41,sequence_47724,96,96,96,96,20,20,20,22,24,24,24,24,24,24,24,27,27,27,27,27,27,27,27,27,27,28,1,1
42,sequence_47806,106,106,106,106,90,90,89,87,84,84,84,82,79,77,77,7,7,7,7,7,4,4,4,4,4,5,6,6
43,sequence_47807,107,107,107,107,91,91,90,88,85,85,85,83,80,78,78,71,70,70,70,69,68,68,68,68,68,64,63,62
44,sequence_47804,121,121,121,121,22,22,3,0,0,0,0,1,2,2,2,3,3,3,3,3,5,5,5,5,5,6,7,7
45,sequence_47800,120,120,120,120,6,3,3,0,0,0,0,1,2,2,2,3,3,3,3,3,5,5,5,5,5,6,7,7
46,sequence_47799,5,5,5,5,6,3,3,0,0,0,0,1,2,2,2,3,3,3,3,3,5,5,5,5,5,6,7,7
47,sequence_47664,19,19,19,19,3,4,4,4,4,4,6,6,7,8,8,8,9,9,9,9,9,9,9,9,9,0,0,0
48,sequence_47666,14,14,14,14,29,29,28,30,32,32,33,32,32,32,32,36,37,37,37,37,36,36,36,36,36,13,14,15
49,sequence_47671,21,21,21,21,33,33,32,34,34,34,34,33,33,33,33,37,38,38,38,38,37,37,37,37,37,0,0,0
50,sequence_47727,51,51,51,51,55,55,54,52,50,50,50,48,48,46,46,9,10,10,10,10,10,10,10,10,10,10,11,11
51,sequence_47756,43,43,43,43,9,9,9,9,10,10,10,11,12,12,12,9,10,10,10,10,10,10,10,10,10,10,11,11
52,sequence_47775,108,108,108,108,92,92,91,89,86,86,86,84,81,79,79,72,71,71,71,70,69,69,69,69,69,65,64,63
53,sequence_47730,47,47,47,47,12,12,12,14,16,16,16,16,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0
54,sequence_47758,42,42,42,42,50,50,49,47,47,47,47,45,45,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
55,sequence_47797,119,119,119,119,101,101,100,98,95,95,93,91,88,86,86,79,78,78,78,77,76,76,76,76,76,70,69,68
56,sequence_47798,117,117,117,117,99,99,98,96,93,93,91,89,86,84,84,77,76,76,76,75,74,74,74,74,74,11,12,13
57,sequence_47751,41,41,41,41,11,11,11,13,14,14,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,17,18
58,sequence_47741,32,32,32,32,42,42,41,12,13,13,13,7,8,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3
59,sequence_47743,30,30,30,30,40,40,39,41,41,41,41,40,40,40,40,42,43,43,43,43,42,42,42,42,42,40,39,38
60,sequence_47752,38,38,38,38,48,48,47,45,45,45,45,43,43,42,42,44,45,45,45,45,44,44,44,44,44,42,41,40
61,sequence_47745,24,24,24,24,10,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,16
62,sequence_47747,28,28,28,28,38,38,37,39,39,39,39,38,38,38,38,14,14,14,14,14,14,14,14,14,14,15,16,17
63,sequence_47748,29,29,29,29,39,39,38,40,40,40,40,39,39,39,39,14,14,14,14,14,14,14,14,14,14,15,16,17
64,sequence_47749,26,26,26,26,36,36,35,37,37,37,37,36,36,36,36,40,41,41,41,41,40,40,40,40,40,38,37,36
65,sequence_47744,27,27,27,27,37,37,36,38,38,38,38,37,37,37,37,41,42,42,42,42,41,41,41,41,41,39,38,37
66,sequence_47721,0,0,0,0,13,13,13,15,17,17,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,20,21
67,sequence_47759,0,0,0,0,13,13,13,15,17,17,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,20,21
68,sequence_47774,113,113,113,113,21,21,21,23,25,25,25,25,25,25,25,29,30,30,30,30,30,30,30,30,30,31,29,28
69,sequence_47770,110,110,110,110,94,94,93,91,88,88,88,86,83,81,81,74,73,73,73,72,71,71,71,71,71,67,66,65
70,sequence_47713,11,11,11,11,26,26,25,27,29,29,30,29,29,29,29,33,34,34,34,34,2,2,2,2,2,2,3,3
71,sequence_47738,35,35,35,35,45,45,44,12,13,13,13,7,8,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3
72,sequence_47769,111,111,111,111,21,21,21,23,25,25,25,25,25,25,25,29,30,30,30,30,30,30,30,30,30,31,29,28
73,sequence_47702,65,65,65,65,15,15,15,17,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,21,22,23
74,sequence_47672,86,86,86,86,1,1,1,2,2,2,3,3,1,1,1,2,2,2,2,2,3,3,3,3,3,4,5,5
75,sequence_47705,66,66,66,66,66,66,65,63,61,61,61,59,58,56,56,53,54,54,54,53,52,52,52,52,52,50,49,48
76,sequence_47694,81,81,81,81,76,76,75,73,71,71,71,69,66,64,64,60,61,61,61,60,59,59,59,59,59,55,54,53
77,sequence_47691,74,74,74,74,71,71,70,68,66,66,66,64,1,1,1,2,2,2,2,2,3,3,3,3,3,4,5,5
78,sequence_47701,63,63,63,63,65,65,64,62,60,60,60,58,57,55,55,52,53,53,53,52,51,51,51,51,51,49,48,47
79,sequence_47706,89,89,89,89,80,80,79,77,75,75,75,73,70,68,68,64,65,65,65,64,63,63,63,63,63,59,58,57
80,sequence_47675,71,71,71,71,68,68,67,65,63,63,63,61,60,58,58,54,55,55,55,54,53,53,53,53,53,51,50,49
81,sequence_47698,80,80,80,80,1,1,1,2,2,2,3,3,1,1,1,2,2,2,2,2,3,3,3,3,3,4,5,5
82,sequence_47688,76,76,76,76,73,73,72,70,68,68,68,66,63,61,61,57,58,58,58,57,56,56,56,56,56,23,24,25
83,sequence_47704,61,61,61,61,63,63,62,60,58,58,58,56,55,53,53,50,51,51,51,50,49,49,49,49,49,47,46,45
84,sequence_47708,87,87,87,87,78,78,77,75,73,73,73,71,68,66,66,62,63,63,63,62,61,61,61,61,61,57,56,55
85,sequence_47709,90,90,90,90,81,81,80,78,76,76,76,74,71,69,69,25,25,25,25,25,25,25,25,25,25,26,9,9
86,sequence_47677,67,67,67,67,67,67,66,64,62,62,62,60,59,57,57,25,25,25,25,25,25,25,25,25,25,26,9,9
87,sequence_47692,73,73,73,73,70,70,69,67,65,65,65,63,4,6,6,6,6,6,6,6,7,7,7,7,7,8,1,1
88,sequence_47703,62,62,62,62,64,64,63,61,59,59,59,57,56,54,54,51,52,52,52,51,50,50,50,50,50,48,47,46
89,sequence_47707,88,88,88,88,79,79,78,76,74,74,74,72,69,67,67,63,64,64,64,63,62,62,62,62,62,58,57,56
90,sequence_47762,102,102,102,102,5,6,6,6,6,6,4,4,5,7,7,7,7,7,7,7,4,4,4,4,4,5,6,6
91,sequence_47765,100,100,100,100,87,87,86,84,82,82,82,80,77,75,75,70,69,69,69,68,67,67,67,67,67,63,62,61
92,sequence_47767,139,139,139,139,112,112,111,109,106,106,104,102,99,97,97,89,87,87,87,86,85,85,85,85,85,78,32,31
93,sequence_47812,104,104,104,104,5,6,6,6,6,6,4,4,5,7,7,7,7,7,7,7,4,4,4,4,4,5,6,6
94,sequence_47761,103,103,103,103,5,6,6,6,6,6,4,4,5,7,7,7,7,7,7,7,4,4,4,4,4,5,6,6
95,sequence_47764,101,101,101,101,88,88,87,85,6,6,4,4,5,7,7,7,7,7,7,7,4,4,4,4,4,5,6,6
96,sequence_47763,138,138,138,138,111,111,110,108,105,105,103,101,98,96,96,88,86,86,86,85,84,84,84,84,84,77,32,31
97,sequence_47699,79,79,79,79,4,5,5,5,5,5,7,8,4,6,6,6,6,6,6,6,7,7,7,7,7,8,1,1
98,sequence_47687,75,75,75,75,72,72,71,69,67,67,67,65,62,60,60,56,57,57,57,56,55,55,55,55,55,53,52,51
99,sequence_47693,1,1,1,1,17,17,17,19,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,23,23,24,9,9
100,sequence_47690,77,77,77,77,74,74,73,71,69,69,69,67,64,62,62,58,59,59,59,58,57,57,57,57,57,23,24,25
101,sequence_47712,93,93,93,93,4,5,5,5,5,5,7,8,4,6,6,6,6,6,6,6,7,7,7,7,7,8,1,1
102,sequence_47714,12,12,12,12,27,27,26,28,30,30,31,30,30,30,30,34,35,35,35,35,34,34,34,34,34,35,34,33
103,sequence_47725,95,95,95,95,20,20,20,22,24,24,24,24,24,24,24,27,27,27,27,27,27,27,27,27,27,28,1,1
104,sequence_47669,23,23,23,23,35,35,34,36,36,36,36,35,35,35,35,39,40,40,40,40,39,39,39,39,39,37,36,35
105,sequence_47668,22,22,22,22,34,34,33,35,35,35,35,34,34,34,34,38,39,39,39,39,38,38,38,38,38,36,35,34
106,sequence_47670,20,20,20,20,32,32,31,33,33,33,5,5,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
107,sequence_47665,15,15,15,15,30,30,29,31,9,9,5,5,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
108,sequence_47661,16,16,16,16,31,31,30,32,9,9,5,5,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
109,sequence_47667,13,13,13,13,28,28,27,29,31,31,32,31,31,31,31,35,36,36,36,36,35,35,35,35,35,13,14,15
110,sequence_47726,46,46,46,46,52,52,51,49,15,15,15,15,16,16,16,17,17,17,17,17,17,17,17,17,17,17,18,19
111,sequence_47734,45,45,45,45,51,51,50,48,15,15,15,15,16,16,16,17,17,17,17,17,17,17,17,17,17,17,18,19
112,sequence_47811,105,105,105,105,89,89,88,86,83,83,83,81,78,76,76,28,29,29,29,29,29,29,29,29,29,30,28,27
113,sequence_47662,17,17,17,17,9,9,9,9,10,10,10,11,12,12,12,9,10,10,10,10,10,10,10,10,10,10,11,11
114,sequence_47731,49,49,49,49,53,53,52,50,48,48,48,46,46,44,44,18,18,18,18,18,18,18,18,18,18,18,19,20
115,sequence_47733,48,48,48,48,12,12,12,14,16,16,16,16,17,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0
116,sequence_47732,50,50,50,50,54,54,53,51,49,49,49,47,47,45,45,18,18,18,18,18,18,18,18,18,18,18,19,20
117,sequence_47755,37,37,37,37,47,47,46,44,44,44,44,42,42,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3
118,sequence_47746,25,25,25,25,10,10,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,16
119,sequence_47754,39,39,39,39,49,49,48,46,46,46,46,44,44,43,43,45,46,46,46,0,0,0,0,0,0,0,0,0
120,sequence_47753,36,36,36,36,46,46,45,43,43,43,43,7,8,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3
121,sequence_47740,33,33,33,33,43,43,42,42,42,42,42,41,41,41,41,43,44,44,44,44,43,43,43,43,43,41,40,39
122,sequence_47742,31,31,31,31,41,41,40,11,12,12,12,13,14,14,14,15,15,15,15,15,15,15,15,15,15,3,4,4
123,sequence_47715,57,57,57,57,14,14,14,16,18,18,18,18,9,9,9,10,11,11,11,11,11,11,11,11,11,3,4,4
124,sequence_47718,58,58,58,58,14,14,14,16,18,18,18,18,9,9,9,10,11,11,11,11,11,11,11,11,11,3,4,4
125,sequence_47717,56,56,56,56,60,60,59,57,55,55,55,53,53,51,51,48,49,49,49,48,47,47,47,47,47,45,44,43
126,sequence_47720,55,55,55,55,59,59,58,56,54,54,54,52,52,50,50,20,20,20,20,20,20,20,20,20,20,20,21,22
127,sequence_47716,59,59,59,59,61,61,60,58,56,56,56,54,54,52,52,49,50,50,50,49,48,48,48,48,48,46,45,44
128,sequence_47719,54,54,54,54,58,58,57,55,53,53,53,51,51,49,49,20,20,20,20,20,20,20,20,20,20,20,21,22
129,sequence_47723,94,94,94,94,83,83,82,80,78,78,78,76,73,71,71,66,28,28,28,28,28,28,28,28,28,29,27,12
130,sequence_47722,60,60,60,60,62,62,61,59,57,57,57,55,9,9,9,10,11,11,11,11,11,11,11,11,11,3,4,4
131,sequence_47674,70,70,70,70,16,16,16,18,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,23,24
132,sequence_47676,68,68,68,68,19,19,19,21,23,23,23,23,23,23,23,26,26,26,26,26,26,26,26,26,26,27,26,12
133,sequence_47711,92,92,92,92,19,19,19,21,23,23,23,23,23,23,23,26,26,26,26,26,26,26,26,26,26,27,26,12
134,sequence_47739,34,34,34,34,44,44,43,11,12,12,12,13,14,14,14,15,15,15,15,15,15,15,15,15,15,3,4,4
135,sequence_47735,97,97,97,97,84,84,83,81,79,79,79,77,74,72,72,67,28,28,28,28,28,28,28,28,28,29,27,12
136,sequence_47793,9,9,9,9,7,7,7,7,7,7,8,9,10,10,10,11,8,8,8,8,8,8,8,8,8,9,10,10
137,sequence_47801,7,7,7,7,2,2,2,3,3,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2
138,sequence_47805,9,9,9,9,7,7,7,7,7,7,8,9,10,10,10,11,8,8,8,8,8,8,8,8,8,9,10,10
139,sequence_47802,8,8,8,8,2,2,2,3,3,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2
140,sequence_47794,133,133,133,133,7,7,7,7,7,7,8,9,10,10,10,11,8,8,8,8,8,8,8,8,8,9,10,10
141,sequence_47728,52,52,52,52,56,56,55,53,51,51,51,49,49,47,47,46,47,47,47,46,45,45,45,45,45,43,42,41
142,sequence_47808,140,140,140,140,113,113,112,110,107,107,105,103,100,98,98,90,88,88,88,87,86,86,86,86,86,79,76,75
143,sequence_47792,134,134,134,134,109,109,108,106,103,103,101,99,96,94,94,86,84,84,84,83,82,82,82,82,82,75,74,73
144,sequence_47791,130,130,130,130,106,106,105,103,100,100,98,96,93,91,91,83,82,82,82,81,80,80,80,80,80,73,72,71
145,sequence_47788,8,8,8,8,2,2,2,3,3,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2
146,sequence_47729,53,53,53,53,57,57,56,54,52,52,52,50,50,48,48,47,48,48,48,47,46,46,46,46,46,44,43,42
147,sequence_47809,141,141,141,141,114,114,113,111,108,108,106,104,101,99,99,91,89,89,89,88,87,87,87,87,87,80,77,76
148,sequence_47737,99,99,99,99,86,86,85,83,81,81,81,79,76,74,74,69,68,68,68,67,66,66,66,66,66,62,61,60
149,sequence_47810,137,137,137,137,24,24,23,25,27,27,28,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2
150,sequence_47766,136,136,136,136,24,24,23,25,27,27,28,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2
151,sequence_47736,98,98,98,98,85,85,84,82,80,80,80,78,75,73,73,68,67,67,67,66,65,65,65,65,65,61,60,59
