,secuencia,birch-2,birch-3,birch-4,birch-5,birch-6,birch-7,birch-8,birch-9,birch-10,birch-11,birch-12,birch-13,birch-14,birch-15,birch-16,birch-17,birch-18,birch-19,birch-20,birch-21,birch-22,birch-23,birch-24,birch-25,birch-26,birch-27,birch-28,birch-29
24,sequence_20042,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
25,sequence_19419,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
26,sequence_19425,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
27,sequence_19450,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
28,sequence_53085,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,10,10,10,4,1
29,sequence_19509,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
30,sequence_53059,0,2,2,0,5,5,5,5,5,5,5,12,12,12,12,12,12,5,5,5,5,5,5,5,2,0,21,10
31,sequence_19430,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
32,sequence_20052,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,17,17,17,17,17,17,17
33,sequence_19369,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,25,25,25,25
34,sequence_53064,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,24,24,24,24,24
35,sequence_20072,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
36,sequence_20038,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
37,sequence_20039,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
38,sequence_19506,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
39,sequence_20064,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
40,sequence_19530,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,17,17,17,17,17,17,17
41,sequence_19498,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
42,sequence_19504,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,25,25,25,25
43,sequence_19386,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
44,sequence_19519,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,14,6,6,6,2,2,0,12,12,12
45,sequence_19404,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,6,6,6,6,6,6
46,sequence_19446,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,22,22,22,22,22,22,22
47,sequence_20063,1,0,3,3,1,1,1,3,3,1,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
48,sequence_20043,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,6,6,6,6,6,6
49,sequence_19497,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
50,sequence_19490,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
51,sequence_19376,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
52,sequence_19406,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,28
53,sequence_19405,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
54,sequence_19382,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,14,6,6,6,2,2,0,12,12,12
55,sequence_20067,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
56,sequence_19409,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
57,sequence_19354,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,28
58,sequence_20040,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
59,sequence_19370,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,25,25,25,25
60,sequence_19432,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
61,sequence_19371,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
62,sequence_19434,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
63,sequence_19505,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,22,22,22,22,22,22,22
64,sequence_53070,0,2,2,0,5,5,5,5,5,5,5,12,12,12,12,12,12,5,5,5,5,5,5,5,2,0,13,13
65,sequence_19392,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
66,sequence_19357,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,21
67,sequence_20056,1,0,3,3,1,1,1,3,3,1,0,0,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16
68,sequence_19526,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
69,sequence_20046,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
70,sequence_19443,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
71,sequence_19410,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,21
72,sequence_19390,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
73,sequence_19439,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
74,sequence_20071,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
75,sequence_19451,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
76,sequence_20041,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
77,sequence_19415,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
78,sequence_20035,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
79,sequence_20051,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,17,17,17,17,17,17,17
80,sequence_19397,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
81,sequence_19394,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
82,sequence_19374,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
83,sequence_19378,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
84,sequence_19441,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
85,sequence_19433,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
86,sequence_20062,1,0,3,3,1,1,1,3,3,1,0,0,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16
87,sequence_19393,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
88,sequence_20065,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
89,sequence_19383,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
90,sequence_19422,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
91,sequence_19495,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
92,sequence_19431,0,1,0,2,2,2,0,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
93,sequence_20058,1,0,3,3,1,1,1,3,3,1,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
94,sequence_19488,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
95,sequence_19375,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
96,sequence_19511,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,6,6,6,6,6,6
97,sequence_53065,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,24,24,24,24,24
98,sequence_53074,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,10,10,10,4,1
99,sequence_20050,1,0,3,3,1,1,1,3,3,1,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
100,sequence_19515,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
101,sequence_20057,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
102,sequence_19438,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,28
103,sequence_19486,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
104,sequence_19389,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,22,22,22,22,22,22,22
105,sequence_19468,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
106,sequence_20068,1,0,3,3,1,1,1,3,3,1,0,0,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16
107,sequence_19420,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
108,sequence_20076,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
109,sequence_20070,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
110,sequence_19399,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,17,17,17,17,17,17,17
111,sequence_19436,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
112,sequence_19492,0,1,0,2,2,2,0,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
113,sequence_19445,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,25,25,25,25
114,sequence_19403,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
115,sequence_19428,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
116,sequence_19377,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
117,sequence_19427,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
118,sequence_19521,0,1,0,2,2,2,0,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
119,sequence_20045,1,0,3,3,1,1,1,3,3,1,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
120,sequence_19412,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
121,sequence_19508,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,17,17,17,17,17,17,17
122,sequence_53080,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,10,10,10,4,1
123,sequence_20073,1,0,3,3,1,1,1,3,3,1,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
124,sequence_19442,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
125,sequence_53077,0,2,2,0,5,5,5,5,5,5,5,12,12,12,12,12,12,5,5,5,5,5,5,5,2,0,13,13
126,sequence_19429,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,25,25,25,25
127,sequence_19416,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
128,sequence_20055,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
129,sequence_19388,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
130,sequence_20049,0,1,0,2,2,2,0,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
131,sequence_20059,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
132,sequence_19467,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,28
133,sequence_19373,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
134,sequence_19396,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
135,sequence_19527,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
136,sequence_19435,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
137,sequence_53069,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,24,24,24,24,24
138,sequence_19418,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,22,22,22,22,22,22,22
139,sequence_20075,1,0,3,3,1,1,1,3,3,1,0,0,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16
140,sequence_19423,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,28
141,sequence_19516,1,0,3,3,1,1,1,3,3,1,0,0,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16
142,sequence_19512,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,6,6,6,6,6,6
143,sequence_19387,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
144,sequence_53061,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,24,24,24,24,24
145,sequence_19448,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
146,sequence_19469,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
147,sequence_19449,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
148,sequence_53063,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,24,24,24,24,24
149,sequence_19457,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
150,sequence_19466,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
151,sequence_19494,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
152,sequence_19454,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
153,sequence_19529,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
154,sequence_19426,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,21
155,sequence_19491,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
156,sequence_19421,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
157,sequence_19514,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
158,sequence_19368,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
159,sequence_19437,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7
160,sequence_20044,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
161,sequence_19501,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,14,6,6,6,2,2,0,26,26,26
162,sequence_20074,1,0,3,3,1,1,1,3,3,1,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,27,27
163,sequence_19395,0,1,0,2,2,2,0,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
164,sequence_19510,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
165,sequence_19489,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
166,sequence_19440,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
167,sequence_19408,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
168,sequence_53076,0,2,2,0,5,5,5,5,5,5,5,12,12,12,12,12,12,5,5,5,5,5,5,5,2,0,13,13
169,sequence_19372,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
170,sequence_19507,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
171,sequence_20066,0,1,0,2,2,2,0,2,0,8,3,3,1,1,0,3,3,3,3,3,3,1,1,0,12,5,5,5
172,sequence_19524,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,1,1,1,1,0,22,22,22,22,22,22,22
173,sequence_19414,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,5,2,2,2
174,sequence_19485,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
175,sequence_19384,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,21
176,sequence_19493,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
177,sequence_19484,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
178,sequence_53073,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,10,10,10,4,1
179,sequence_20034,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,6,6,6,6,6,6
180,sequence_19456,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
181,sequence_53067,0,2,2,0,5,5,5,5,5,5,5,12,12,12,12,12,12,5,5,5,5,5,5,5,2,0,21,10
182,sequence_19502,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
183,sequence_20053,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
184,sequence_19355,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9
185,sequence_19365,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,5,2,2,2
186,sequence_20047,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
187,sequence_19528,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
188,sequence_19455,0,1,0,2,2,2,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3
189,sequence_19479,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
190,sequence_19452,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
191,sequence_19407,1,0,3,3,1,1,1,3,3,1,0,5,5,2,2,2,2,0,14,6,6,6,2,2,0,26,26,26
192,sequence_19444,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
193,sequence_19499,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,23,23,23,23,23,23
194,sequence_19487,0,1,0,2,2,2,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,1,0
195,sequence_19398,0,1,0,4,4,4,4,4,4,4,4,4,4,4,1,0,17,17,17,17,17,8,8,8,8,8,8,8
196,sequence_19424,1,0,1,1,0,6,2,0,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,1,1,1,0,28
197,sequence_20037,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
198,sequence_53058,0,2,2,0,3,3,3,8,8,3,1,1,0,14,14,14,14,14,6,2,2,2,0,10,10,10,4,1
199,sequence_19458,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,5,2,2,2
200,sequence_19470,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,21,21,21,21,21,21,10,4
201,sequence_19364,1,0,1,1,0,0,6,6,2,2,2,2,2,0,9,9,9,9,19,19,19,19,19,19,19,19,19,19
202,sequence_19366,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,5,2,2,2
203,sequence_19361,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,5,2,2,2
204,sequence_19358,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18
205,sequence_19360,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
206,sequence_19474,1,0,1,1,0,0,6,6,2,2,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
207,sequence_53060,0,2,2,0,5,5,5,5,5,5,5,12,12,12,12,12,12,5,5,5,5,5,5,5,2,0,21,10
208,sequence_19473,1,0,1,1,0,0,7,7,7,7,7,7,3,3,3,1,0,12,12,12,12,12,12,12,5,2,2,2
209,sequence_19459,1,0,1,1,0,6,2,0,6,6,6,6,6,6,6,6,6,6,2,0,1,0,6,6,6,6,6,6
